!!SBtab Document='e_coli_noor_2016_glucose' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
equilibrium constant	PTS_RPTSsy		0.0040809842	dimensionless	RPTSsy	
equilibrium constant	PGI_R02740		0.40247921	dimensionless	R02740	
equilibrium constant	PFK_R04779		1.1804765	dimensionless	R04779	
equilibrium constant	ALD_R01070		0.26968369	dimensionless	R01070	
equilibrium constant	TIM_R01015		1.4547364	dimensionless	R01015	
equilibrium constant	GAP_R01061		0.47889276	dimensionless	R01061	
equilibrium constant	PGK_R01512		189.77703	dimensionless	R01512	
equilibrium constant	PGM_R01518		1.4596641	dimensionless	R01518	
equilibrium constant	PGH_R00658		0.22175416	dimensionless	R00658	
equilibrium constant	PYK_R00200		0.17542174	dimensionless	R00200	
equilibrium constant	PDH_R00209		305.55782	dimensionless	R00209	
equilibrium constant	ZWF_R00835		0.50426906	dimensionless	R00835	
equilibrium constant	GLH_R02035		1.8454644	dimensionless	R02035	
equilibrium constant	PGD_R01528		10.307408	dimensionless	R01528	
equilibrium constant	RPI_R01056		1.0526178	dimensionless	R01056	
equilibrium constant	RPE_R01529		0.84913595	dimensionless	R01529	
equilibrium constant	TXT_R01641		2.4389141	dimensionless	R01641	
equilibrium constant	TAL_R08575		0.010032802	dimensionless	R08575	
equilibrium constant	TXT_R01067		7.6549048	dimensionless	R01067	
equilibrium constant	FBP_R00762		1.3797912	dimensionless	R00762	
equilibrium constant	CSN_R00351		0.15959924	dimensionless	R00351	
equilibrium constant	ACN_R01325		0.00039532133	dimensionless	R01325	
equilibrium constant	ACN_R01900		0.07921121	dimensionless	R01900	
equilibrium constant	ICD_R00709		0.3131461	dimensionless	R00709	
equilibrium constant	KGD_R08549		0.12615723	dimensionless	R08549	
equilibrium constant	SCS_R00405		15.869936	dimensionless	R00405	
equilibrium constant	SDH_R02164		0.78496158	dimensionless	R02164	
equilibrium constant	FUM_R01082		10.043554	dimensionless	R01082	
equilibrium constant	MDH_R00342		0.0050011513	dimensionless	R00342	
equilibrium constant	PPC_R00345		0.12518454	dimensionless	R00345	
catalytic rate constant geometric mean	PTS_RPTSsy		7030.5766	1/s	RPTSsy	
catalytic rate constant geometric mean	PGI_R02740		370.36055	1/s	R02740	
catalytic rate constant geometric mean	PFK_R04779		9989.7985	1/s	R04779	
catalytic rate constant geometric mean	ALD_R01070		2799.5101	1/s	R01070	
catalytic rate constant geometric mean	TIM_R01015		6145.6143	1/s	R01015	
catalytic rate constant geometric mean	GAP_R01061		254.45335	1/s	R01061	
catalytic rate constant geometric mean	PGK_R01512		80.804863	1/s	R01512	
catalytic rate constant geometric mean	PGM_R01518		2658.1226	1/s	R01518	
catalytic rate constant geometric mean	PGH_R00658		3942.0781	1/s	R00658	
catalytic rate constant geometric mean	PYK_R00200		3572.6053	1/s	R00200	
catalytic rate constant geometric mean	PDH_R00209		139.33081	1/s	R00209	
catalytic rate constant geometric mean	ZWF_R00835		9997.0479	1/s	R00835	
catalytic rate constant geometric mean	GLH_R02035		5552.0547	1/s	R02035	
catalytic rate constant geometric mean	PGD_R01528		191.02058	1/s	R01528	
catalytic rate constant geometric mean	RPI_R01056		867.04707	1/s	R01056	
catalytic rate constant geometric mean	RPE_R01529		746.77969	1/s	R01529	
catalytic rate constant geometric mean	TXT_R01641		509.56376	1/s	R01641	
catalytic rate constant geometric mean	TAL_R08575		1570.062	1/s	R08575	
catalytic rate constant geometric mean	TXT_R01067		62.76087	1/s	R01067	
catalytic rate constant geometric mean	FBP_R00762		199.92766	1/s	R00762	
catalytic rate constant geometric mean	CSN_R00351		3131.0237	1/s	R00351	
catalytic rate constant geometric mean	ACN_R01325		6585.7973	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		9897.0172	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		2486.7848	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		44.582725	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		151.35961	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		49.445457	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		1968.2425	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		1077.9122	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		883.0991	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.16195902	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	0.16060463	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.092128756	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.1178336	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.19156383	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.053555512	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.018127611	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.038673842	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.10926993	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.10196286	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	0.1092813	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	0.09998887	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	0.10230639	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	0.11747577	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	0.026331861	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.04419943	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.11685686	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	0.017533747	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.10224495	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	0.01839475	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.10154994	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	0.088659044	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	0.11569677	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	0.039952743	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	0.21156687	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.04617741	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.11232799	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.10911186	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.11303551	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	0.048044077	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.17474757	mM	R00342	C00003
Michaelis constant	PFK_R04779	ATP	0.09226826	mM	R04779	C00002
Michaelis constant	PGK_R01512	ATP	0.067718916	mM	R01512	C00002
Michaelis constant	PYK_R00200	ATP	0.081082625	mM	R00200	C00002
Michaelis constant	SCS_R00405	ATP	0.099857083	mM	R00405	C00002
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.068564215	mM	R00709	C00026
Michaelis constant	KGD_R08549	_2_Oxoglutarate	0.065790346	mM	R08549	C00026
Michaelis constant	CSN_R00351	Oxaloacetate	0.11708711	mM	R00351	C00036
Michaelis constant	MDH_R00342	Oxaloacetate	0.055484463	mM	R00342	C00036
Michaelis constant	PPC_R00345	Oxaloacetate	0.13148837	mM	R00345	C00036
Michaelis constant	SDH_R02164	Ubiquinone	0.058460217	mM	R02164	C00399
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.044316275	mM	R08575	C00279
