!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='0.100000.2' CalculationTime='27.108315 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	0.00025569795	-2.5461715e-05	0.000318276	0.00029927595
rate of reaction	E2	0.0077090024	0.0070435956	0.0061190918	0.0072996495
rate of reaction	E3	0.0079647002	0.0069957806	0.0064373676	0.0075989177
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	0.60876434	1.1035095	1.3468079	1.1154412
concentration	X2	0.70073669	0.81968238	0.53958936	0.51060181
concentration	X3	0.079398098	0.12720631	0.14415518	0.059230892
concentration	S4	0.79754441	2.3565975	0.69012113	0.53324603
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0014686999	0.0015712133	0.00041107222	0.00045617489
concentration of enzyme	E2	0.0012675636	0.0010463861	0.0012991965	0.0016247546
concentration of enzyme	E3	0.00089608231	0.00027779575	0.0010926062	0.0012767996
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	1.1637652	0.047495332	3.4908405	3.6628726
Gibbs energy of reaction	E2	8.7867346	6.4896046	8.4975559	8.9999558
Gibbs energy of reaction	E3	4.3052565	5.8226277	2.4681354	4.0337526
