!!SBtab Document='e_coli_davidi_2016' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
equilibrium constant	PTS_RPTSsy		0.022157285	dimensionless	RPTSsy	
equilibrium constant	PGI_R02740		0.40044807	dimensionless	R02740	
equilibrium constant	PFK_R04779		1.200873	dimensionless	R04779	
equilibrium constant	ALD_R01070		0.24091017	dimensionless	R01070	
equilibrium constant	TIM_R01015		1.8907219	dimensionless	R01015	
equilibrium constant	GAP_R01061		0.48658939	dimensionless	R01061	
equilibrium constant	PGK_R01512		155.74062	dimensionless	R01512	
equilibrium constant	PGM_R01518		1.6317803	dimensionless	R01518	
equilibrium constant	PGH_R00658		0.5267426	dimensionless	R00658	
equilibrium constant	PYK_R00200		0.26786283	dimensionless	R00200	
equilibrium constant	PDH_R00209		309.49454	dimensionless	R00209	
equilibrium constant	ZWF_R00835		2.2462761	dimensionless	R00835	
equilibrium constant	GLH_R02035		4.467356	dimensionless	R02035	
equilibrium constant	PGD_R01528		18.014707	dimensionless	R01528	
equilibrium constant	RPI_R01056		1.2027559	dimensionless	R01056	
equilibrium constant	RPE_R01529		1.1016209	dimensionless	R01529	
equilibrium constant	TXT_R01641		3.1249221	dimensionless	R01641	
equilibrium constant	TAL_R08575		0.020178643	dimensionless	R08575	
equilibrium constant	TXT_R01067		7.7114673	dimensionless	R01067	
equilibrium constant	FBP_R00762		1.3811185	dimensionless	R00762	
equilibrium constant	CSN_R00351		0.58045133	dimensionless	R00351	
equilibrium constant	ACN_R01325		0.0030957669	dimensionless	R01325	
equilibrium constant	ACN_R01900		0.63659928	dimensionless	R01900	
equilibrium constant	ICD_R00709		0.25550232	dimensionless	R00709	
equilibrium constant	KGD_R08549		0.12646126	dimensionless	R08549	
equilibrium constant	SCS_R00405		16.01009	dimensionless	R00405	
equilibrium constant	SDH_R02164		0.79243923	dimensionless	R02164	
equilibrium constant	FUM_R01082		11.553352	dimensionless	R01082	
equilibrium constant	MDH_R00342		0.006185912	dimensionless	R00342	
equilibrium constant	PPC_R00345		0.24172556	dimensionless	R00345	
catalytic rate constant geometric mean	PTS_RPTSsy		4193.5935	1/s	RPTSsy	
catalytic rate constant geometric mean	PGI_R02740		198.04079	1/s	R02740	
catalytic rate constant geometric mean	PFK_R04779		1027.749	1/s	R04779	
catalytic rate constant geometric mean	ALD_R01070		625.28085	1/s	R01070	
catalytic rate constant geometric mean	TIM_R01015		1204.7703	1/s	R01015	
catalytic rate constant geometric mean	GAP_R01061		98.684915	1/s	R01061	
catalytic rate constant geometric mean	PGK_R01512		50.558651	1/s	R01512	
catalytic rate constant geometric mean	PGM_R01518		1136.0569	1/s	R01518	
catalytic rate constant geometric mean	PGH_R00658		3616.3643	1/s	R00658	
catalytic rate constant geometric mean	PYK_R00200		2644.1991	1/s	R00200	
catalytic rate constant geometric mean	PDH_R00209		208.35932	1/s	R00209	
catalytic rate constant geometric mean	ZWF_R00835		9915.9068	1/s	R00835	
catalytic rate constant geometric mean	GLH_R02035		4042.7454	1/s	R02035	
catalytic rate constant geometric mean	PGD_R01528		9871.8047	1/s	R01528	
catalytic rate constant geometric mean	RPI_R01056		459.49175	1/s	R01056	
catalytic rate constant geometric mean	RPE_R01529		820.88922	1/s	R01529	
catalytic rate constant geometric mean	TXT_R01641		638.24601	1/s	R01641	
catalytic rate constant geometric mean	TAL_R08575		1528.9363	1/s	R08575	
catalytic rate constant geometric mean	TXT_R01067		197.6509	1/s	R01067	
catalytic rate constant geometric mean	FBP_R00762		197.0812	1/s	R00762	
catalytic rate constant geometric mean	CSN_R00351		3825.3738	1/s	R00351	
catalytic rate constant geometric mean	ACN_R01325		9646.8411	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		9470.2794	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		392.22059	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		259.6761	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		279.44031	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		261.51897	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		1835.5775	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		1394.5942	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		1418.3718	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.17476693	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	0.19036251	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.10204491	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.10793064	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.094989536	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.053334289	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.015628596	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.049308736	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.13963928	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.047009899	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	0.044501516	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	0.099634845	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	0.089502423	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	0.13157709	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	0.036896862	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.047801341	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.097809178	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	0.003524941	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.0055039241	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	0.0082386135	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.013772451	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	0.14237309	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	0.099815489	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	0.084447954	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	0.088315478	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.044791249	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.088294856	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.097930403	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.099224164	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	0.1114948	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.1892932	mM	R00342	C00003
