!!!SBtab Document='CMBresult' DocumentName='CMB result' CalculationTime='13.460123 s'				
				
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'				
!ID	!ReactionFormula	!Name	!IsReversible	
E1	X1 <=> S2	E1	True	
E2	X3 <=> S4	E2	True	
E3	S2 + S4 <=> S5	E3	True	
E4	S5 <=> X6	E4	True	
E5	S5 <=> X7	E5	True	
				
!!SBtab TableID='Compound' TableType='Compound' TableName='Compound'				
!ID	!Name	!IsConstant		
X1	X1	True		
S2	S2	False		
X3	X3	True		
S4	S4	False		
S5	S5	False		
X6	X6	True		
X7	X7	True		
				
!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'				
!QuantityType	!Reaction	!Compound	!Mode	!Unit
equilibrium constant	E1		0.054751105	dimensionless
equilibrium constant	E2		1.4349357	dimensionless
equilibrium constant	E3		4.5454844	dimensionless
equilibrium constant	E4		0.62933711	dimensionless
equilibrium constant	E5		0.61423964	dimensionless
catalytic rate constant geometric mean	E1		268.84347	1/s
catalytic rate constant geometric mean	E2		177.17381	1/s
catalytic rate constant geometric mean	E3		475.25587	1/s
catalytic rate constant geometric mean	E4		58.668357	1/s
catalytic rate constant geometric mean	E5		763.46706	1/s
Michaelis constant	E1	X1	0.0088737682	mM
Michaelis constant	E1	S2	0.01481413	mM
Michaelis constant	E3	S2	3.0995423	mM
Michaelis constant	E2	X3	2.6059672	mM
Michaelis constant	E2	S4	0.014707126	mM
Michaelis constant	E3	S4	0.039519853	mM
Michaelis constant	E3	S5	0.17887019	mM
Michaelis constant	E4	S5	0.50848914	mM
Michaelis constant	E5	S5	0.048966158	mM
Michaelis constant	E4	X6	0.19964504	mM
Michaelis constant	E5	X7	0.018428286	mM
substrate catalytic rate constant	E1		48.686875	1/s
substrate catalytic rate constant	E2		2825.1163	1/s
substrate catalytic rate constant	E3		838.5038	1/s
substrate catalytic rate constant	E4		74.277481	1/s
substrate catalytic rate constant	E5		975.3596	1/s
product catalytic rate constant	E1		1484.5235	1/s
product catalytic rate constant	E2		11.111245	1/s
product catalytic rate constant	E3		269.37045	1/s
product catalytic rate constant	E4		46.339429	1/s
product catalytic rate constant	E5		597.60723	1/s
				
!!SBtab TableID='ConcentrationConstraint' TableType='Quantity' TableName='Metabolite concentration constraints'				
!QuantityType	!Compound	!Min	!Max	
concentration	X1	1e-06	1000000	
concentration	S2	1e-06	1000000	
concentration	X3	1e-06	1000000	
concentration	S4	1e-06	1000000	
concentration	S5	1e-06	1000000	
concentration	X6	1e-06	1000000	
concentration	X7	1e-06	1000000	
