!!!SBtab Document='CMBresult' DocumentName='CMB result' RelaxationAlpha='0.000000' CalculationTime='13.475323 s'				
				
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'				
!ID	!ReactionFormula	!Name	!IsReversible	
E1	X1 <=> S2	E1	True	
E2	X3 <=> S4	E2	True	
E3	S2 + S4 <=> S5	E3	True	
E4	S5 <=> X6	E4	True	
E5	S5 <=> X7	E5	True	
				
!!SBtab TableID='Compound' TableType='Compound' TableName='Compound'				
!ID	!Name	!IsConstant		
X1	X1	True		
S2	S2	False		
X3	X3	True		
S4	S4	False		
S5	S5	False		
X6	X6	True		
X7	X7	True		
				
!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'				
!QuantityType	!Reaction	!Compound	!Mode	!Unit
equilibrium constant	E1		0.055024158	dimensionless
equilibrium constant	E2		1.4350997	dimensionless
equilibrium constant	E3		4.6175801	dimensionless
equilibrium constant	E4		0.61974852	dimensionless
equilibrium constant	E5		0.61436842	dimensionless
catalytic rate constant geometric mean	E1		268.651	1/s
catalytic rate constant geometric mean	E2		177.22822	1/s
catalytic rate constant geometric mean	E3		480.69608	1/s
catalytic rate constant geometric mean	E4		59.763646	1/s
catalytic rate constant geometric mean	E5		763.7183	1/s
Michaelis constant	E1	X1	0.0088575494	mM
Michaelis constant	E1	S2	0.014841176	mM
Michaelis constant	E3	S2	3.0380954	mM
Michaelis constant	E2	X3	2.605297	mM
Michaelis constant	E2	S4	0.014709821	mM
Michaelis constant	E3	S4	0.039738078	mM
Michaelis constant	E3	S5	0.17701532	mM
Michaelis constant	E4	S5	0.50181308	mM
Michaelis constant	E5	S5	0.048954177	mM
Michaelis constant	E4	X6	0.19945789	mM
Michaelis constant	E5	X7	0.018425753	mM
substrate catalytic rate constant	E1		48.684173	1/s
substrate catalytic rate constant	E2		2825.523	1/s
substrate catalytic rate constant	E3		853.05397	1/s
substrate catalytic rate constant	E4		74.626008	1/s
substrate catalytic rate constant	E5		975.73052	1/s
product catalytic rate constant	E1		1482.481	1/s
product catalytic rate constant	E2		11.116471	1/s
product catalytic rate constant	E3		270.87234	1/s
product catalytic rate constant	E4		47.861241	1/s
product catalytic rate constant	E5		597.77329	1/s
				
!!SBtab TableID='ConcentrationConstraint' TableType='Quantity' TableName='Metabolite concentration constraints'				
!QuantityType	!Compound	!Min	!Max	
concentration	X1	1e-06	1000000	
concentration	S2	1e-06	1000000	
concentration	X3	1e-06	1000000	
concentration	S4	1e-06	1000000	
concentration	S5	1e-06	1000000	
concentration	X6	1e-06	1000000	
concentration	X7	1e-06	1000000	
