!!!SBtab DocumentName='CMB result' Document='CMBresult' RelaxationAlpha='0.000000' CalculationTime='7.198476 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	0.021683845	0.017071762	0.016340393	0.01043832
rate of reaction	E2	0.023414274	0.017497022	0.013250158	0.008099953
rate of reaction	E3	0.019940219	0.012803657	0.010108752	0.0088807278
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	7.1288978	10.102776	13.759584	11.272613
concentration	S2	0.13816397	0.37525821	0.061279356	0.10709225
concentration	X3	1.0369418	3.5962434	0.67340481	0.92569747
concentration	X4	0.6315332	0.63863961	0.62721546	1.4740284
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0010697851	0.0016488738	0.00053333412	0.00038740767
concentration of enzyme	E2	0.0014143909	0.0014915435	0.0015510706	0.00061105541
concentration of enzyme	E3	0.00071531897	0.00035518721	0.00044662655	0.00058036206
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	-2.7710246	-1.1584147	-6.4165218	-4.5384467
Gibbs energy of reaction	E2	-2.7642792	-2.1583209	-1.8190189	-2.4140845
Gibbs energy of reaction	E3	-3.9599199	-7.0150463	-2.9067994	-1.5774255
