!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	E1	0.00025569795	0.00013078659	-2.5461715e-05	8.4739345e-05	0.000318276	0.0001433022	0.00029927595	0.00013950219
rate of reaction	E2	0.0077090024	0.0016214475	0.0070435956	0.0014883661	0.0061190918	0.0013034654	0.0072996495	0.0015395769
rate of reaction	E3	0.0079647002	0.001672587	0.0069957806	0.0014788031	0.0064373676	0.0013671205	0.0075989177	0.0015994305
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	X1	0.69231904	0.29265366	1.1671069	0.49335362	1.5018581	0.63485801	1.161646	0.49104525
concentration	X2	0.77055785	0.32572639	1.0023834	0.42372252	0.58871683	0.24885945	0.48933511	0.20684931
concentration	X3	0.086071259	0.036383615	0.13771044	0.058212271	0.15485785	0.065460739	0.064871055	0.02742197
concentration	S4	0.84540962	0.35736735	2.6596463	1.1242725	0.76414271	0.32301461	0.56150214	0.23735539
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	E1	0.0018999018	0.00080311704	0.0017182117	0.00072631391	0.00054490779	0.00023034071	0.00047925372	0.00020258775
concentration of enzyme	E2	0.0015676159	0.00066265481	0.0035976439	0.0015207782	0.0014797731	0.00062552232	0.0015566092	0.0006580021
concentration of enzyme	E3	0.0010196272	0.00043101174	0.00037472326	0.00015840115	0.0014094542	0.00059579746	0.0013363731	0.00056490501
