!!!SBtab													
													
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFluxData' TableType='QuantityMatrix' Unit='mM/s'													
!QuantityType	!Reaction	S1_Mean	S1_Std	S2_Mean	S2_Std	S3_Mean	S3_Std	S4_Mean	S4_Std	S5_Mean	S5_Std	S6_Mean	S6_Std
rate of reaction	E1	0.015099402	0.0032477508	0.022787038	0.0047852779	0.015569669	0.0033418043	0.013064657	0.0028408018	0.01253885	0.0027356404	0.015323706	0.0032926115
rate of reaction	E2	0.015099404	0.0032477511	0.022787001	0.0047852705	0.015569669	0.0033418042	0.013064665	0.0028408034	0.012537945	0.0027354594	0.015320674	0.0032920051
rate of reaction	E3	0.015099402	0.0032477507	0.022787024	0.0047852753	0.015569669	0.0033418041	0.013064657	0.0028408017	0.012525741	0.0027330186	0.015284984	0.0032848671
													
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'													
!QuantityType	!Compound	S1_Mean	S1_Std	S2_Mean	S2_Std	S3_Mean	S3_Std	S4_Mean	S4_Std	S5_Mean	S5_Std	S6_Mean	S6_Std
concentration	X1	6.4837322	1.1920163	10.930233	2.0094933	14.065258	2.585859	10.879091	2.0000909	23.149179	4.2559128	20.871033	3.837082
concentration	S2	0.1769989	0.032540761	0.16275136	0.029921389	0.080743916	0.014844547	0.10409297	0.019137206	0.21204396	0.038983698	0.1864985	0.034287236
concentration	X3	1.1623377	0.21369259	1.2061993	0.22175642	0.88810613	0.16327587	1.5012388	0.27599862	2.5609003	0.47081447	2.035707	0.37425912
concentration	X4	0.81066127	0.14903784	0.71979425	0.13233219	0.92143586	0.16940345	1.6374031	0.30103205	2.0935393	0.38489143	0.85846164	0.15782581
													
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'													
!QuantityType	!Reaction	S1_Mean	S1_Std	S2_Mean	S2_Std	S3_Mean	S3_Std	S4_Mean	S4_Std	S5_Mean	S5_Std	S6_Mean	S6_Std
concentration of enzyme	E1	0.0013798793	0.00025368701	0.0013083317	0.00024053319	0.00068579491	0.00012608151	0.00064048458	0.00011775133	0.00060391562	0.00011102822	0.00073387868	0.00013492158
concentration of enzyme	E2	0.00094267708	0.00017330859	0.001685912	0.00030995028	0.0022596606	0.00041543238	0.0034015946	0.0006253738	0.002096309	0.00038540064	0.0021037815	0.00038677444
concentration of enzyme	E3	0.00066396987	0.00012206903	0.00089769641	0.00016503901	0.0010894405	0.00020029064	0.00094989965	0.00017463644	0.0006017398	0.00011062821	0.00048950989	8.9995045e-05
