!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	E1	0.0059355561	0.0015200988	0.0016063262	0.00065425284	0.0058703916	0.0015070659	0.0049338978	0.0013197672
rate of reaction	E2	0.023090453	0.0049510783	0.016404307	0.003613849	0.026468287	0.005626645	0.028363805	0.0060057485
rate of reaction	E3	0.029042187	0.006141425	0.012259628	0.0027849132	0.032339081	0.0068008038	0.03329876	0.0069927397
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	X1	12.967464	2.3840326	21.860466	4.0189865	28.130516	5.1717179	21.758182	4.0001819
concentration	X2	3.6082286	0.6633629	4.6937791	0.86293837	2.7567365	0.50681841	2.2913697	0.42126202
concentration	X3	0.080607777	0.014819518	0.12896909	0.023710613	0.14502805	0.026663008	0.060753283	0.011169324
concentration	S4	5.3785572	0.98883293	21.192348	3.8961548	3.385461	0.62240769	2.7600609	0.50742959
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	E1	0.0017793031	0.00032711998	0.001609146	0.00029583707	0.00051031908	9.3820758e-05	0.00044883249	8.2516617e-05
concentration of enzyme	E2	0.0014681095	0.00026990789	0.0033692789	0.00061943266	0.0013858426	0.00025478335	0.0014578015	0.00026801279
concentration of enzyme	E3	0.00095490508	0.00017555667	0.00035093723	6.4518844e-05	0.0013199873	0.00024267603	0.0012515452	0.00023009313
