!!SBtab Document='e_coli_davidi_2016' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
equilibrium constant	PTS_RPTSsy		63.268457	dimensionless	RPTSsy	
equilibrium constant	PGI_R02740		0.97243481	dimensionless	R02740	
equilibrium constant	PFK_R04779		1.0206977	dimensionless	R04779	
equilibrium constant	ALD_R01070		0.94070993	dimensionless	R01070	
equilibrium constant	TIM_R01015		31.339946	dimensionless	R01015	
equilibrium constant	GAP_R01061		0.6429493	dimensionless	R01061	
equilibrium constant	PGK_R01512		464.0532	dimensionless	R01512	
equilibrium constant	PGM_R01518		1.3265677	dimensionless	R01518	
equilibrium constant	PGH_R00658		2.2924114	dimensionless	R00658	
equilibrium constant	PYK_R00200		196.54348	dimensionless	R00200	
equilibrium constant	PDH_R00209		0.96634487	dimensionless	R00209	
equilibrium constant	ZWF_R00835		276118.5	dimensionless	R00835	
equilibrium constant	GLH_R02035		4.5247063	dimensionless	R02035	
equilibrium constant	PGD_R01528		120189.1	dimensionless	R01528	
equilibrium constant	RPI_R01056		1.412041	dimensionless	R01056	
equilibrium constant	RPE_R01529		1.5342974	dimensionless	R01529	
equilibrium constant	TXT_R01641		1.7608647	dimensionless	R01641	
equilibrium constant	TAL_R08575		1.2742218	dimensionless	R08575	
equilibrium constant	TXT_R01067		1.2070122	dimensionless	R01067	
equilibrium constant	FBP_R00762		2.01668	dimensionless	R00762	
equilibrium constant	CSN_R00351		9540.9093	dimensionless	R00351	
equilibrium constant	ACN_R01325		0.95064588	dimensionless	R01325	
equilibrium constant	ACN_R01900		103.72798	dimensionless	R01900	
equilibrium constant	ICD_R00709		0.92976854	dimensionless	R00709	
equilibrium constant	KGD_R08549		0.98499464	dimensionless	R08549	
equilibrium constant	SCS_R00405		434.81475	dimensionless	R00405	
equilibrium constant	SDH_R02164		1.2382275	dimensionless	R02164	
equilibrium constant	FUM_R01082		24.504149	dimensionless	R01082	
equilibrium constant	MDH_R00342		0.27612926	dimensionless	R00342	
equilibrium constant	PPC_R00345		544.91533	dimensionless	R00345	
catalytic rate constant geometric mean	PTS_RPTSsy		234.96203	1/s	RPTSsy	
catalytic rate constant geometric mean	PGI_R02740		198.99573	1/s	R02740	
catalytic rate constant geometric mean	PFK_R04779		198.73149	1/s	R04779	
catalytic rate constant geometric mean	ALD_R01070		197.6737	1/s	R01070	
catalytic rate constant geometric mean	TIM_R01015		11.124401	1/s	R01015	
catalytic rate constant geometric mean	GAP_R01061		81.274869	1/s	R01061	
catalytic rate constant geometric mean	PGK_R01512		51.892241	1/s	R01512	
catalytic rate constant geometric mean	PGM_R01518		204.7126	1/s	R01518	
catalytic rate constant geometric mean	PGH_R00658		211.28616	1/s	R00658	
catalytic rate constant geometric mean	PYK_R00200		261.39695	1/s	R00200	
catalytic rate constant geometric mean	PDH_R00209		198.3636	1/s	R00209	
catalytic rate constant geometric mean	ZWF_R00835		1775.5582	1/s	R00835	
catalytic rate constant geometric mean	GLH_R02035		232.76578	1/s	R02035	
catalytic rate constant geometric mean	PGD_R01528		4957.3303	1/s	R01528	
catalytic rate constant geometric mean	RPI_R01056		198.45235	1/s	R01056	
catalytic rate constant geometric mean	RPE_R01529		202.79206	1/s	R01529	
catalytic rate constant geometric mean	TXT_R01641		202.00598	1/s	R01641	
catalytic rate constant geometric mean	TAL_R08575		201.02629	1/s	R08575	
catalytic rate constant geometric mean	TXT_R01067		201.33809	1/s	R01067	
catalytic rate constant geometric mean	FBP_R00762		211.11534	1/s	R00762	
catalytic rate constant geometric mean	CSN_R00351		336.97227	1/s	R00351	
catalytic rate constant geometric mean	ACN_R01325		197.58848	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		270.87185	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		196.61195	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		199.26196	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		350.26162	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		206.13254	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		262.23363	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		47.123734	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		35.319723	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.11066811	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	0.058296994	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.10039069	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.077967011	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.099159574	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.08953525	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.10059146	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.086386909	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.1045951	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.050068091	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	0.070530463	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	0.10189994	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	0.076887124	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	0.030290273	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	0.10624786	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.11082963	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.099686614	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	0.033562855	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.02008226	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	0.078461357	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.098869581	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	0.15728352	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	0.10040008	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	0.1005812	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	0.10017805	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.20772966	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.06148286	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.099641275	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.099688393	mM	R00709	C00003
