!!!SBtab Document='MBresult' DocumentName='MB result' StringencyAlpha='1.000000.2' CalculationTime='5.405144 s'				
				
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'				
!ID	!ReactionFormula	!Name	!IsReversible	
E1	X1 <=> S4	E1	True	
E2	X2 <=> S4	E2	True	
E3	S4 <=> X3	E3	True	
				
!!SBtab TableID='Compound' TableType='Compound' TableName='Compound'				
!ID	!Name	!IsConstant		
X1	X1	True		
X2	X2	True		
X3	X3	True		
S4	S4	False		
				
!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'				
!QuantityType	!Reaction	!Compound	!Mode	!Unit
equilibrium constant	E1		1.8928156	dimensionless
equilibrium constant	E2		29.311588	dimensionless
equilibrium constant	E3		0.64953719	dimensionless
catalytic rate constant geometric mean	E1		7.9143642	1/s
catalytic rate constant geometric mean	E2		26.931439	1/s
catalytic rate constant geometric mean	E3		22.441628	1/s
Michaelis constant	E1	X1	0.17697003	mM
Michaelis constant	E2	X2	0.41412968	mM
Michaelis constant	E3	X3	0.22168377	mM
Michaelis constant	E1	S4	0.004457663	mM
Michaelis constant	E2	S4	0.010666264	mM
Michaelis constant	E3	S4	0.95102911	mM
substrate catalytic rate constant	E1		68.606683	1/s
substrate catalytic rate constant	E2		908.53416	1/s
substrate catalytic rate constant	E3		37.4616	1/s
product catalytic rate constant	E1		0.91298919	1/s
product catalytic rate constant	E2		0.79832157	1/s
product catalytic rate constant	E3		13.443811	1/s
				
!!SBtab TableID='ConcentrationConstraint' TableType='Quantity' TableName='Metabolite concentration constraints'				
!QuantityType	!Compound	!Min	!Max	
concentration	X1	1e-06	1000000	
concentration	X2	1e-06	1000000	
concentration	X3	1e-06	1000000	
concentration	S4	1e-06	1000000	
