!!!SBtab Document='CMBresult' DocumentName='CMB result' RelaxationAlpha='0.010000' CalculationTime='131.126313 s'				
				
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'				
!ID	!ReactionFormula	!Name	!IsReversible	
E1	X1 <=> S2	E1	True	
E2	X3 <=> S4	E2	True	
E3	S2 + S4 <=> S5	E3	True	
E4	S5 <=> X6	E4	True	
E5	S5 <=> X7	E5	True	
				
!!SBtab TableID='Compound' TableType='Compound' TableName='Compound'				
!ID	!Name	!IsConstant		
X1	X1	True		
S2	S2	False		
X3	X3	True		
S4	S4	False		
S5	S5	False		
X6	X6	True		
X7	X7	True		
				
!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'				
!QuantityType	!Reaction	!Compound	!Mode	!Unit
equilibrium constant	E1		0.054207334	dimensionless
equilibrium constant	E2		1.153161	dimensionless
equilibrium constant	E3		2.9482183	dimensionless
equilibrium constant	E4		1.8402074	dimensionless
equilibrium constant	E5		0.62049728	dimensionless
catalytic rate constant geometric mean	E1		203.82444	1/s
catalytic rate constant geometric mean	E2		58.838888	1/s
catalytic rate constant geometric mean	E3		298.70852	1/s
catalytic rate constant geometric mean	E4		65.293956	1/s
catalytic rate constant geometric mean	E5		925.98647	1/s
Michaelis constant	E1	X1	0.10663303	mM
Michaelis constant	E1	S2	0.093094316	mM
Michaelis constant	E3	S2	0.75743866	mM
Michaelis constant	E2	X3	0.17993479	mM
Michaelis constant	E2	S4	0.076651276	mM
Michaelis constant	E3	S4	0.032183596	mM
Michaelis constant	E3	S5	0.10283926	mM
Michaelis constant	E4	S5	0.17542539	mM
Michaelis constant	E5	S5	0.034671719	mM
Michaelis constant	E4	X6	0.17117628	mM
Michaelis constant	E5	X7	0.035434328	mM
substrate catalytic rate constant	E1		50.788989	1/s
substrate catalytic rate constant	E2		96.807123	1/s
substrate catalytic rate constant	E3		249.71175	1/s
substrate catalytic rate constant	E4		89.66662	1/s
substrate catalytic rate constant	E5		721.52298	1/s
product catalytic rate constant	E1		817.98047	1/s
product catalytic rate constant	E2		35.761984	1/s
product catalytic rate constant	E3		357.31912	1/s
product catalytic rate constant	E4		47.546128	1/s
product catalytic rate constant	E5		1188.3903	1/s
				
!!SBtab TableID='ConcentrationConstraint' TableType='Quantity' TableName='Metabolite concentration constraints'				
!QuantityType	!Compound	!Min	!Max	
concentration	X1	1e-06	1000000	
concentration	S2	1e-06	1000000	
concentration	X3	1e-06	1000000	
concentration	S4	1e-06	1000000	
concentration	S5	1e-06	1000000	
concentration	X6	1e-06	1000000	
concentration	X7	1e-06	1000000	
