!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='1.000000.2' CalculationTime='23.420411 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	0.0033143198	0.0029442904	0.0036059309	0.0022232136
rate of reaction	E2	0.0035917545	0.0029950881	0.0030161729	0.0017394396
rate of reaction	E3	0.0032089723	0.0017731277	0.0028273142	0.0019361142
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	6.5187952	9.3733022	12.227569	13.858531
concentration	S2	0.18479296	0.30340755	0.087122138	0.15188414
concentration	X3	1.2704338	3.0610923	0.70151998	1.0251604
concentration	X4	0.35301276	0.7224243	0.53378435	1.0752772
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0020401956	0.0016786169	0.00054273923	0.00033264137
concentration of enzyme	E2	0.001431298	0.0032954419	0.0017073195	0.00066914554
concentration of enzyme	E3	0.00060668222	0.00028040289	0.0017781437	0.0019495115
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	1.1994663	0.87059558	4.6227288	3.5552922
Gibbs energy of reaction	E2	1.7097549	0.75889509	1.3179291	1.755346
Gibbs energy of reaction	E3	5.6948199	6.0996458	3.1976377	2.4019249
