!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='1.000000.2' CalculationTime='12.222383 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	-4.791859e-06	-0.0005682845	0.001326767	0.00084266588
rate of reaction	E2	0.019638795	0.013826955	0.017982695	0.016220838
rate of reaction	E3	0.016710591	0.0091800469	0.01446348	0.018312469
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	0.56712194	1.0829459	1.3102877	1.1158547
concentration	X2	0.67373582	0.88043807	0.40961875	0.47975852
concentration	X3	0.071448604	0.10040652	0.14901215	0.050224306
concentration	S4	1.1093119	3.6054047	0.65757858	0.60107827
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0019512474	0.0014283648	0.00053550353	0.00037349901
concentration of enzyme	E2	0.0015619201	0.0029129539	0.0014267556	0.001003931
concentration of enzyme	E3	0.00087991601	0.00030405899	0.0016602957	0.001340362
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	0.0065168196	1.3248958	3.3657535	3.1902757
Gibbs energy of reaction	E2	6.8279074	4.5692987	6.8906739	7.5051954
Gibbs energy of reaction	E3	5.9520225	8.0304923	2.8335432	5.3067727
