!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='1.000000.2' CalculationTime='127.869784 s'							
							
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
rate of reaction	E1	0.01474227	0.0089453935	0.021072826	0.015213348	0.01630512	0.023214548
rate of reaction	E2	0.012265926	0.0059521535	0.023635647	0.0081077905	0.011146286	0.018618646
rate of reaction	E3	0.012755753	0.0067357129	0.020542697	0.015322965	0.016819681	0.018739402
rate of reaction	E4	-0.0017780129	-0.002770079	-0.0018675966	-0.0029959309	-0.002927026	-0.0041090144
rate of reaction	E5	0.010979433	0.0093859453	0.031105221	0.017285596	0.011875333	0.022847606
							
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'							
!QuantityType	!Compound	state_1	state_2	state_3	state_4	state_5	state_6
concentration	X1	8.2299781	4.4807867	32.045092	9.5167804	7.1062611	13.266968
concentration	S2	0.2203467	0.12580797	0.20173087	0.23073947	0.31936067	0.19776019
concentration	X3	1.2894843	0.46109717	1.537222	0.52944666	0.7294149	0.80632468
concentration	S4	0.27596801	0.21203213	0.08838979	0.064336445	0.051884439	0.22367829
concentration	S5	0.023782823	0.034652357	0.018773853	0.029847813	0.0099067546	0.010620009
concentration	X6	0.7714062	0.62466112	0.50064478	1.3364642	0.86269717	0.81645433
concentration	X7	0.013983071	0.018397546	0.0028102798	0.015713659	0.0052563971	0.004936027
							
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
concentration of enzyme	E1	0.00061494692	0.00040458399	0.00023659809	0.00054810058	0.002277979	0.00047946876
concentration of enzyme	E2	0.0010575319	0.0016810104	0.0014934769	0.0015276561	0.0014763594	0.0026419387
concentration of enzyme	E3	0.00040118883	0.0004760821	0.00084826853	0.0007794603	0.00039193795	0.00063178977
concentration of enzyme	E4	0.00052079881	0.0013537962	0.00068082528	0.00063903289	0.00043061778	0.00065802125
concentration of enzyme	E5	0.0012032624	0.00047588697	0.0003462762	0.00084243622	0.00061401365	0.00072931914
							
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
Gibbs energy of reaction	E1	1.9839743	1.8661267	5.5725826	2.2298527	0.70005809	3.4357531
Gibbs energy of reaction	E2	5.1801654	3.2841557	8.4381667	6.5832387	7.9107638	4.5370372
Gibbs energy of reaction	E3	6.0081354	3.0324085	3.5532301	1.9495386	4.9560653	7.2178678
Gibbs energy of reaction	E4	9.4906041	8.0344452	9.0051754	10.289869	11.938811	11.629894
Gibbs energy of reaction	E5	0.20047161	0.45340505	3.5918452	0.47430949	0.45494826	0.78318225
