!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	E1	0.00026433109	0.00013078659	4.1347566e-05	8.4739345e-05	0.0005758188	0.0001433022	0.00038344412	0.00013950219
rate of reaction	E2	0.0084407457	0.0016214475	0.0084258949	0.0014883661	0.0068890443	0.0013034654	0.0064755941	0.0015395769
rate of reaction	E3	0.0074257764	0.001672587	0.0062699983	0.0014788031	0.0055681718	0.0013671205	0.0073508774	0.0015994305
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	X1	0.88735147	0.3750968	0.88386267	0.37362204	1.4846311	0.6275759	1.2596397	0.53246863
concentration	X2	0.50455148	0.2132815	1.4592593	0.61685083	0.32355214	0.13677035	0.58156379	0.24583576
concentration	X3	0.074816157	0.031625914	0.075519098	0.031923058	0.17199793	0.072706112	0.03876211	0.016385327
concentration	S4	0.52576665	0.22224947	2.1210689	0.89660773	0.3370549	0.14247817	0.46122052	0.19496485
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	E1	0.0024175949	0.0010219537	0.0017468234	0.00073840852	0.00064960036	0.00027459584	0.00031311659	0.00013235909
concentration of enzyme	E2	0.0014013822	0.00059238534	0.0040350298	0.0017056678	0.0017565363	0.0007425143	0.00075441115	0.00031890093
concentration of enzyme	E3	0.00048010619	0.0002029481	0.00038450609	0.00016253651	0.0023871875	0.0010091	0.0018604834	0.00078645428
