!!!SBtab DocumentName='CMB result' Document='CMBresult' RelaxationAlpha='0.001000' CalculationTime='8.708662 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	-0.00020049526	-0.0044663662	0.0077923079	0.0052511394
rate of reaction	E2	0.072057592	0.051827238	0.064785054	0.058460774
rate of reaction	E3	0.061101081	0.033202961	0.05399568	0.067911667
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	0.6528021	0.94894554	1.3760149	1.1852339
concentration	X2	0.60565248	1.0927219	0.41423392	0.48704597
concentration	X3	0.072941349	0.096832994	0.14957757	0.047414325
concentration	S4	1.2216433	5.1084113	0.77804295	0.73571904
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0019525904	0.0009255409	0.00049555353	0.0003814193
concentration of enzyme	E2	0.0014159398	0.0024720849	0.0011905351	0.000861623
concentration of enzyme	E3	0.00072300588	0.0002470492	0.0012538458	0.00097197602
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	0.035410579	2.6547114	-2.9315124	-2.7001812
Gibbs energy of reaction	E2	-7.6307486	-5.5470097	-7.8074858	-8.347554
Gibbs energy of reaction	E3	-5.9611505	-8.8054049	-3.0624319	-5.771826
