!!!SBtab Document='CMBresult' DocumentName='CMB result' CalculationTime='18.185049 s'				
				
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'				
!ID	!ReactionFormula	!Name	!IsReversible	
E1	X1 <=> S2	E1	True	
E2	S2 <=> X3	E2	True	
E3	X3 <=> X4	E3	True	
				
!!SBtab TableID='Compound' TableType='Compound' TableName='Compound'				
!ID	!Name	!IsConstant		
X1	X1	True		
S2	S2	False		
X3	X3	False		
X4	X4	True		
				
!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'				
!QuantityType	!Reaction	!Compound	!Mode	!Unit
equilibrium constant	E1		0.069032825	dimensionless
equilibrium constant	E2		10.852485	dimensionless
equilibrium constant	E3		1.4619273	dimensionless
catalytic rate constant geometric mean	E1		611.19836	1/s
catalytic rate constant geometric mean	E2		428.37342	1/s
catalytic rate constant geometric mean	E3		439.39721	1/s
Michaelis constant	E1	X1	427.6049	mM
Michaelis constant	E1	S2	8.9279008	mM
Michaelis constant	E2	S2	0.051261469	mM
Michaelis constant	E2	X3	0.015188622	mM
Michaelis constant	E3	X3	0.0042045185	mM
Michaelis constant	E3	X4	0.60090912	mM
substrate catalytic rate constant	E1		1111.3649	1/s
substrate catalytic rate constant	E2		2592.5279	1/s
substrate catalytic rate constant	E3		44.439987	1/s
product catalytic rate constant	E1		336.13033	1/s
product catalytic rate constant	E2		70.781797	1/s
product catalytic rate constant	E3		4344.5087	1/s
				
!!SBtab TableID='ConcentrationConstraint' TableType='Quantity' TableName='Metabolite concentration constraints'				
!QuantityType	!Compound	!Min	!Max	
concentration	X1	1e-06	1000000	
concentration	S2	1e-06	1000000	
concentration	X3	1e-06	1000000	
concentration	X4	1e-06	1000000	
