!!!SBtab													
													
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'													
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std	state_5_Mean	state_5_Std	state_6_Mean	state_6_Std
rate of reaction	E1	0.0019830691	0.00047186529	0.0039323963	0.00069952928	0.0030262885	0.00065159882	0.0015340797	0.00058606649	0.0017262219	0.00051994909	0.0028428445	0.0006469752
rate of reaction	E2	0.0016092938	0.00047601257	0.002293295	0.00071240171	0.0021521958	0.00067127063	0.0028335764	0.00058594119	0.0021397065	0.00052114864	0.0017914315	0.00063791567
rate of reaction	E3	0.002123215	0.00054152916	0.0036884776	0.00087836424	0.0044951038	0.00089529548	0.0029559448	0.00058407476	0.0027927675	0.00053731996	0.002451573	0.00052864131
													
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'													
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std	state_5_Mean	state_5_Std	state_6_Mean	state_6_Std
concentration	X1	7.7648818	3.2823323	19.767248	8.3559127	13.14723	5.5575317	16.723701	7.0693599	32.117439	13.576524	19.345041	8.1774396
concentration	S2	0.2405002	0.10166305	0.19539754	0.082597477	0.12139533	0.051315633	0.19268656	0.081451504	0.30770173	0.13007015	0.35888815	0.15170741
concentration	X3	1.7602818	0.74409757	1.0201871	0.43124843	2.7604765	1.1668949	3.5710607	1.509541	3.123748	1.3204552	1.5262031	0.64514899
concentration	X4	1.0275019	0.43434051	1.0700095	0.4523091	0.80090414	0.33855422	2.0957522	0.88590597	4.2963765	1.8161429	1.1603139	0.49048212
													
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'													
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std	state_5_Mean	state_5_Std	state_6_Mean	state_6_Std
concentration of enzyme	E1	0.0013983732	0.00059111336	0.00089963072	0.00038028743	0.00031616446	0.00013364747	0.00068895247	0.00029123056	0.001277586	0.00054005481	0.0017139538	0.00072451406
concentration of enzyme	E2	0.0011996838	0.00050712436	0.0035586934	0.0015043132	0.0026284239	0.0011110743	0.006658572	0.0028146785	0.0025959486	0.0010973465	0.002891848	0.0012224276
concentration of enzyme	E3	0.00064190095	0.00027134118	0.001029616	0.00043523417	0.00091843902	0.00038823798	0.00085379959	0.00036091392	0.00041181965	0.00017408235	0.00068231466	0.00028842466
