!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
catalytic rate constant geometric mean		R_EX_etoh_e	1/s	NaN	NaN	NaN	1e-07	10000		R00197
catalytic rate constant geometric mean		R_GLYCt	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_dtmpSYN	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_TREH	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_EX_pi_e	1/s	NaN	NaN	NaN	1e-07	10000		R00197
catalytic rate constant geometric mean		R_ADSK	1/s	NaN	NaN	NaN	1e-07	10000		R00509
catalytic rate constant geometric mean		R_PRMICIi	1/s	NaN	NaN	NaN	1e-07	10000		R04640
catalytic rate constant geometric mean		R_ALDD2x	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ALDD2y	1/s	NaN	NaN	NaN	1e-07	10000		R00711
catalytic rate constant geometric mean		R_SUCCt2r	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_IPPMIa	1/s	NaN	NaN	NaN	1e-07	10000		R04001
catalytic rate constant geometric mean		R_IPPMIb	1/s	NaN	NaN	NaN	1e-07	10000		R03968
catalytic rate constant geometric mean		R_EX_o2_e	1/s	NaN	NaN	NaN	1e-07	10000		R00197
catalytic rate constant geometric mean		R_biomass	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PRPPS	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_GHMT2r	1/s	NaN	NaN	NaN	1e-07	10000		R00945
catalytic rate constant geometric mean		R_ANPRT	1/s	NaN	NaN	NaN	1e-07	10000		R01073
catalytic rate constant geometric mean		R_GAPD	1/s	NaN	NaN	NaN	1e-07	10000		R01061
catalytic rate constant geometric mean		R_DHAD2m	1/s	NaN	NaN	NaN	1e-07	10000		R05070
catalytic rate constant geometric mean		R_HSERTA	1/s	NaN	NaN	NaN	1e-07	10000		R01776
catalytic rate constant geometric mean		R_IPMD	1/s	NaN	NaN	NaN	1e-07	10000		R04426
catalytic rate constant geometric mean		R_SUCOAACTrm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_TKT1	1/s	NaN	NaN	NaN	1e-07	10000		R01641
catalytic rate constant geometric mean		R_TKT2	1/s	NaN	NaN	NaN	1e-07	10000		R01067
catalytic rate constant geometric mean		R_CO2t	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ASADi	1/s	NaN	NaN	NaN	1e-07	10000		R02291
catalytic rate constant geometric mean		R_FBA3	1/s	NaN	NaN	NaN	1e-07	10000		R01829
catalytic rate constant geometric mean		R_PGCD	1/s	NaN	NaN	NaN	1e-07	10000		R01513
catalytic rate constant geometric mean		R_G6PDH2	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_OCBTi	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ICL	1/s	NaN	NaN	NaN	1e-07	10000		R00479
catalytic rate constant geometric mean		R_TYRTApyr	1/s	NaN	NaN	NaN	1e-07	10000		R00734
catalytic rate constant geometric mean		R_SO4ti	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_peSYN	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PPAm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_DHQS	1/s	NaN	NaN	NaN	1e-07	10000		R03083
catalytic rate constant geometric mean		R_FUM	1/s	NaN	NaN	NaN	1e-07	10000		R01082
catalytic rate constant geometric mean		R_HSDyi	1/s	NaN	NaN	NaN	1e-07	10000		R01775
catalytic rate constant geometric mean		R_ACGKm	1/s	NaN	NaN	NaN	1e-07	10000		R02649
catalytic rate constant geometric mean		R_OMCDC	1/s	NaN	NaN	NaN	1e-07	10000		R01652
catalytic rate constant geometric mean		R_FDH	1/s	NaN	NaN	NaN	1e-07	10000		R00519
catalytic rate constant geometric mean		R_EX_acald_e	1/s	NaN	NaN	NaN	1e-07	10000		R00197
catalytic rate constant geometric mean		R_NADK	1/s	NaN	NaN	NaN	1e-07	10000		R00104
catalytic rate constant geometric mean		R_H2Ot	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ACALDtex	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_SADT	1/s	NaN	NaN	NaN	1e-07	10000		R00529
catalytic rate constant geometric mean		R_DHQTi	1/s	NaN	NaN	NaN	1e-07	10000		R03084
catalytic rate constant geometric mean		R_OAAt2m	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PFK_3	1/s	NaN	NaN	NaN	1e-07	10000		R01843
catalytic rate constant geometric mean		R_ADK1	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_VALTA	1/s	NaN	NaN	NaN	1e-07	10000		R01214
catalytic rate constant geometric mean		R_BPNT	1/s	NaN	NaN	NaN	1e-07	10000		R00188
catalytic rate constant geometric mean		R_ampSYN	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PHETA1	1/s	NaN	NaN	NaN	1e-07	10000		R00694
catalytic rate constant geometric mean		R_ORNt3m	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_CYOOm	1/s	NaN	NaN	NaN	1e-07	10000		R00081
catalytic rate constant geometric mean		R_IGPS	1/s	NaN	NaN	NaN	1e-07	10000		R03508
catalytic rate constant geometric mean		R_ATPS3m	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PDHm	1/s	NaN	NaN	NaN	1e-07	10000		R00209
catalytic rate constant geometric mean		R_RPE	1/s	NaN	NaN	NaN	1e-07	10000		R01529
catalytic rate constant geometric mean		R_THRS	1/s	NaN	NaN	NaN	1e-07	10000		R01466
catalytic rate constant geometric mean		R_ETOHtm	1/s	NaN	NaN	NaN	1e-07	10000		R00754
catalytic rate constant geometric mean		R_P5CR	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_RPI	1/s	NaN	NaN	NaN	1e-07	10000		R01056
catalytic rate constant geometric mean		R_THRA	1/s	NaN	NaN	NaN	1e-07	10000		R00751
catalytic rate constant geometric mean		R_ACS	1/s	NaN	NaN	NaN	1e-07	10000		R00235
catalytic rate constant geometric mean		R_NADHKm	1/s	NaN	NaN	NaN	1e-07	10000		R00105
catalytic rate constant geometric mean		R_IPPS	1/s	NaN	NaN	NaN	1e-07	10000		R01213
catalytic rate constant geometric mean		R_dgmpSYN	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_CITtcm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_CSc	1/s	NaN	NaN	NaN	1e-07	10000		R00351
catalytic rate constant geometric mean		R_ILETA	1/s	NaN	NaN	NaN	1e-07	10000		R02199
catalytic rate constant geometric mean		R_PGM	1/s	NaN	NaN	NaN	1e-07	10000		R01518
catalytic rate constant geometric mean		R_PGL	1/s	NaN	NaN	NaN	1e-07	10000		R02035
catalytic rate constant geometric mean		R_PGK	1/s	NaN	NaN	NaN	1e-07	10000		R01512
catalytic rate constant geometric mean		R_eleak	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PGI	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_GLNt2m	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ADK1m	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ORNTACim	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PC	1/s	NaN	NaN	NaN	1e-07	10000		R00344
catalytic rate constant geometric mean		R_SACCD1	1/s	NaN	NaN	NaN	1e-07	10000		R02315
catalytic rate constant geometric mean		R_TRPS1	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ACt2r	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ALATA_L	1/s	NaN	NaN	NaN	1e-07	10000		R00258
catalytic rate constant geometric mean		R_ATPS	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ATPM	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ACtm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ACOTAim	1/s	NaN	NaN	NaN	1e-07	10000		R02283
catalytic rate constant geometric mean		R_3MOPtm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_pcSYN	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_PAPSR	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_FBP	1/s	NaN	NaN	NaN	1e-07	10000		R00762
catalytic rate constant geometric mean		R_ACHBSm	1/s	NaN	NaN	NaN	1e-07	10000		R08648
catalytic rate constant geometric mean		R_eleakm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_ASPKi	1/s	NaN	NaN	NaN	1e-07	10000		R00480
catalytic rate constant geometric mean		R_cmpSYN	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_GLUDym	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_IGPDH	1/s	NaN	NaN	NaN	1e-07	10000		R03457
catalytic rate constant geometric mean		R_CO2tm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_OXAGm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_G3PDm	1/s	NaN	NaN	NaN	1e-07	10000		
catalytic rate constant geometric mean		R_13GS	1/s	NaN	NaN	NaN	1e-07	10000		R03118
catalytic rate constant geometric mean		R_HCITS	1/s	NaN	NaN	NaN	1e-07	10000		R00271
catalytic rate constant geometric mean		R_DHAD1m	1/s	NaN	NaN	NaN	1e-07	10000		R04441
catalytic rate constant geometric mean		R_HCO3Em	1/s	NaN	NaN	NaN	1e-07	10000		
