!!!SBtab Document='MBresult' DocumentName='MB result' StringencyAlpha='0.000000.2' CalculationTime='6.704631 s'				
				
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'				
!ID	!ReactionFormula	!Name	!IsReversible	
E1	X1 <=> S4	E1	True	
E2	X2 <=> S4	E2	True	
E3	S4 <=> X3	E3	True	
				
!!SBtab TableID='Compound' TableType='Compound' TableName='Compound'				
!ID	!Name	!IsConstant		
X1	X1	True		
X2	X2	True		
X3	X3	True		
S4	S4	False		
				
!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'				
!QuantityType	!Reaction	!Compound	!Mode	!Unit
equilibrium constant	E1		2.3389939	dimensionless
equilibrium constant	E2		41.755361	dimensionless
equilibrium constant	E3		0.62503949	dimensionless
catalytic rate constant geometric mean	E1		7.8449691	1/s
catalytic rate constant geometric mean	E2		21.966886	1/s
catalytic rate constant geometric mean	E3		25.910995	1/s
Michaelis constant	E1	X1	0.12724667	mM
Michaelis constant	E2	X2	0.35341019	mM
Michaelis constant	E3	X3	0.12379789	mM
Michaelis constant	E1	S4	0.0044314762	mM
Michaelis constant	E2	S4	0.013284751	mM
Michaelis constant	E3	S4	0.66201924	mM
substrate catalytic rate constant	E1		64.29168	1/s
substrate catalytic rate constant	E2		732.12873	1/s
substrate catalytic rate constant	E3		47.371432	1/s
product catalytic rate constant	E1		0.95725512	1/s
product catalytic rate constant	E2		0.65909734	1/s
product catalytic rate constant	E3		14.17267	1/s
				
!!SBtab TableID='ConcentrationConstraint' TableType='Quantity' TableName='Metabolite concentration constraints'				
!QuantityType	!Compound	!Min	!Max	
concentration	X1	1e-06	1000000	
concentration	X2	1e-06	1000000	
concentration	X3	1e-06	1000000	
concentration	S4	1e-06	1000000	
