!!!SBtab Document='CMBresult' DocumentName='CMB result' CalculationTime='24.126045 s'				
				
!!SBtab TableID='Reaction' TableType='Reaction' TableName='Reaction'				
!ID	!ReactionFormula	!Name	!IsReversible	
E1	X1 <=> S2	E1	True	
E2	X3 <=> S4	E2	True	
E3	S2 + S4 <=> S5	E3	True	
E4	S5 <=> X6	E4	True	
E5	S5 <=> X7	E5	True	
				
!!SBtab TableID='Compound' TableType='Compound' TableName='Compound'				
!ID	!Name	!IsConstant		
X1	X1	True		
S2	S2	False		
X3	X3	True		
S4	S4	False		
S5	S5	False		
X6	X6	True		
X7	X7	True		
				
!!SBtab TableID='Parameter' TableType='Quantity' TableName='Parameter' StandardConcentration='mM'				
!QuantityType	!Reaction	!Compound	!Mode	!Unit
equilibrium constant	E1		0.052584192	dimensionless
equilibrium constant	E2		1.7592006	dimensionless
equilibrium constant	E3		4.3752014	dimensionless
equilibrium constant	E4		0.64457092	dimensionless
equilibrium constant	E5		0.62992689	dimensionless
catalytic rate constant geometric mean	E1		248.59893	1/s
catalytic rate constant geometric mean	E2		75.829257	1/s
catalytic rate constant geometric mean	E3		233.45951	1/s
catalytic rate constant geometric mean	E4		38.606391	1/s
catalytic rate constant geometric mean	E5		745.44957	1/s
Michaelis constant	E1	X1	0.083004298	mM
Michaelis constant	E1	S2	0.10351658	mM
Michaelis constant	E3	S2	1.6468073	mM
Michaelis constant	E2	X3	0.50507418	mM
Michaelis constant	E2	S4	0.013195215	mM
Michaelis constant	E3	S4	0.044776293	mM
Michaelis constant	E3	S5	0.079276607	mM
Michaelis constant	E4	S5	0.24408668	mM
Michaelis constant	E5	S5	0.040961556	mM
Michaelis constant	E4	X6	0.24972515	mM
Michaelis constant	E5	X7	0.018736523	mM
substrate catalytic rate constant	E1		51.04723	1/s
substrate catalytic rate constant	E2		622.24846	1/s
substrate catalytic rate constant	E3		470.95946	1/s
substrate catalytic rate constant	E4		30.643295	1/s
substrate catalytic rate constant	E5		874.79654	1/s
product catalytic rate constant	E1		1210.6715	1/s
product catalytic rate constant	E2		9.2408043	1/s
product catalytic rate constant	E3		115.72831	1/s
product catalytic rate constant	E4		48.63881	1/s
product catalytic rate constant	E5		635.22777	1/s
				
!!SBtab TableID='ConcentrationConstraint' TableType='Quantity' TableName='Metabolite concentration constraints'				
!QuantityType	!Compound	!Min	!Max	
concentration	X1	1e-06	1000000	
concentration	S2	1e-06	1000000	
concentration	X3	1e-06	1000000	
concentration	S4	1e-06	1000000	
concentration	S5	1e-06	1000000	
concentration	X6	1e-06	1000000	
concentration	X7	1e-06	1000000	
