!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	E1	-0.0002501346	0.00075200482	-0.0059595202	0.0018938819	0.0048039724	0.0016627724	0.0043077858	0.0015635351
rate of reaction	E2	0.065801667	0.013862311	0.043158681	0.0093337142	0.057569211	0.01221582	0.065890005	0.013879979
rate of reaction	E3	0.065551533	0.013812285	0.037198853	0.0081417485	0.062373183	0.013176615	0.07019779	0.014741536
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	X1	0.64837322	0.11920163	1.0930233	0.20094933	1.4065258	0.2585859	1.0879091	0.20000909
concentration	X2	0.72164572	0.13267258	0.93875582	0.17258767	0.55134729	0.10136368	0.45827395	0.084252403
concentration	X3	0.080607777	0.014819518	0.12896909	0.023710613	0.14502805	0.026663008	0.060753283	0.011169324
concentration	S4	1.3928549	0.25607254	5.750661	1.0572432	1.1429782	0.21013339	0.87272938	0.16044889
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	E1	0.0017793031	0.00032711998	0.001609146	0.00029583707	0.00051031908	9.3820758e-05	0.00044883249	8.2516617e-05
concentration of enzyme	E2	0.0014681095	0.00026990789	0.0033692789	0.00061943266	0.0013858426	0.00025478335	0.0014578015	0.00026801279
concentration of enzyme	E3	0.00095490508	0.00017555667	0.00035093723	6.4518844e-05	0.0013199873	0.00024267603	0.0012515452	0.00023009313
