!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='0.000000.2' CalculationTime='15.601906 s'							
							
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
rate of reaction	E1	0.0021461608	0.0032844808	0.0030448285	0.0027171669	0.0023865798	0.0030217104
rate of reaction	E2	0.0021668973	0.003348843	0.0031431875	0.0027165404	0.0023925776	0.0029764128
rate of reaction	E3	0.0024944802	0.0041786556	0.0042633118	0.0027072082	0.0024734342	0.002430041
							
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'							
!QuantityType	!Compound	state_1	state_2	state_3	state_4	state_5	state_6
concentration	X1	6.3708916	10.738175	13.81699	10.687905	22.737039	20.500127
concentration	S2	0.21590426	0.27547878	0.18299635	0.15234151	0.36494471	0.30927619
concentration	X3	1.3594289	1.9377603	1.6190988	1.8243236	3.6597889	2.7277395
concentration	X4	0.79705766	0.70774272	0.9059382	1.6095779	2.0578092	0.84404117
							
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
concentration of enzyme	E1	0.0013569661	0.0012866696	0.00067442108	0.00062986742	0.00059390677	0.00072171337
concentration of enzyme	E2	0.00092662381	0.0016570937	0.0022207633	0.0033422448	0.0020600541	0.0020675693
concentration of enzyme	E3	0.00065296556	0.00088274818	0.0010713778	0.00093428273	0.00059176466	0.0004813478
							
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'							
!QuantityType	!Reaction	state_1	state_2	state_3	state_4	state_5	state_6
Gibbs energy of reaction	E1	1.0908118	1.7809291	3.4198622	3.2377957	2.943448	3.0970118
Gibbs energy of reaction	E2	3.1758441	2.901194	2.3325677	1.5822345	2.0220632	2.3404135
Gibbs energy of reaction	E3	2.7237008	3.8970271	2.8396191	1.710661	2.8274963	4.3080872
