!!!SBtab DocumentName='CMB result' Document='CMBresult' RelaxationAlpha='0.010000' CalculationTime='10.238836 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFlux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	-0.0002501346	-0.0059595202	0.0048039724	0.0043077858
rate of reaction	E2	0.065801667	0.043158681	0.057569211	0.065890005
rate of reaction	E3	0.065551533	0.037198853	0.062373183	0.07019779
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	0.63778951	1.0753779	1.3832751	1.0706815
concentration	X2	0.7097242	0.92280498	0.54224897	0.45095369
concentration	X3	0.079296482	0.12685241	0.14264645	0.059769508
concentration	S4	1.3696197	5.6567026	1.1243142	0.85721051
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0017493743	0.0015029433	0.00050103104	0.00044164719
concentration of enzyme	E2	0.0014353291	0.0031678739	0.0013551546	0.0014344181
concentration of enzyme	E3	0.00092093762	0.00034531003	0.0012983331	0.0011885615
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	0.056093773	2.2769638	-2.3523636	-2.3897621
Gibbs energy of reaction	E2	-7.5096326	-4.6445372	-7.331665	-7.5470477
Gibbs energy of reaction	E3	-5.6617344	-8.0129692	-3.7169051	-5.2008796
