!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='0.100000.2' CalculationTime='8.405614 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	0.00026433109	-4.1347566e-05	0.0005758188	0.00038344412
rate of reaction	E2	0.0084407457	0.0084258949	0.0068890443	0.0064755941
rate of reaction	E3	0.0074257764	0.0062699983	0.0055681718	0.0073508774
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	0.7128348	0.85205834	1.3154444	1.2544461
concentration	X2	0.55023848	1.2554128	0.2910494	0.53303714
concentration	X3	0.060282767	0.070449538	0.14678705	0.036419869
concentration	S4	0.66746825	1.9274785	0.36386234	0.37079295
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0010833735	0.0015041323	0.00042889597	0.00030851744
concentration of enzyme	E2	0.0015210397	0.0019325626	0.001284349	0.00066318046
concentration of enzyme	E3	0.00062833224	0.00022121185	0.0022906113	0.00095768866
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	1.8548481	0.33176733	4.8776792	4.7132037
Gibbs energy of reaction	E2	8.6710678	8.0870053	8.5963457	10.049584
Gibbs energy of reaction	E3	5.0405702	7.2830983	1.3304323	4.8325455
