!!!SBtab DocumentName='CMB result' Document='CMBresult' RelaxationAlpha='0.500000' CalculationTime='5.856077 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	PTS_RPTSsy	0.0011510632	0.0010273154	-0.00043427302	0.002437889
rate of reaction	PGI_R02740	0.084950269	0.20119786	0.17701251	0.13767467
rate of reaction	PFK_R04779	0.0048322631	0.0039377135	0.012751641	0.0073294278
rate of reaction	ALD_R01070	-0.012291876	-0.0054829808	-0.0067685035	-0.0021169129
rate of reaction	TIM_R01015	-0.012291876	-0.0054829808	-0.0067685035	-0.0021169129
rate of reaction	GAP_R01061	-0.00013139357	-0.00022061556	-0.00037247043	-0.00023903336
rate of reaction	PGK_R01512	-0.00013139357	-0.00022061556	-0.00037247043	-0.00023903336
rate of reaction	PGM_R01518	-0.00013139357	-0.00022061556	-0.00037247043	-0.00023903336
rate of reaction	PGH_R00658	-0.00013139357	-0.00022061556	-0.00037247043	-0.00023903336
rate of reaction	PYK_R00200	-0.001147642	-0.0010267202	0.00043457628	-0.0024363762
rate of reaction	PDH_R00209	3.4192562e-06	5.9439432e-07	3.0319098e-07	1.5121305e-06
rate of reaction	ZWF_R00835	0.0033063673	0.0014778751	0.0013755108	0.0028386888
rate of reaction	GLH_R02035	0.0033063682	0.0014756899	0.0013756671	0.0028385286
rate of reaction	PGD_R01528	0.0033064075	0.0014756627	0.0013756088	0.0028383258
rate of reaction	RPI_R01056	0.0011966465	0.00043174881	0.00037850037	0.000677514
rate of reaction	RPE_R01529	0.002116677	0.001032977	0.00099160892	0.002122066
rate of reaction	TXT_R01641	0.0011830161	0.0004236647	0.00037808008	0.0006659767
rate of reaction	TAL_R08575	0.0011769539	0.00041628619	0.0003755209	0.00063214694
rate of reaction	TXT_R01067	0.00093542426	0.00060665963	0.00061217347	0.001446655
rate of reaction	FBP_R00762	0.72780832	1.0958943	0.32016987	0.41849093
rate of reaction	CSN_R00351	3.4193615e-06	5.9446705e-07	3.0319747e-07	1.5121373e-06
rate of reaction	ACN_R01325	3.420984e-06	5.9584365e-07	3.0335991e-07	1.512344e-06
rate of reaction	ACN_R01900	3.4374907e-06	6.0378017e-07	3.0441815e-07	1.5132232e-06
rate of reaction	ICD_R00709	3.4375932e-06	6.0382737e-07	3.0442469e-07	1.5132284e-06
rate of reaction	KGD_R08549	1.5274262e-05	4.0581989e-06	2.5797835e-06	1.6842437e-06
rate of reaction	SCS_R00405	1.5104399e-05	3.415689e-06	2.5539461e-06	1.6668851e-06
rate of reaction	SDH_R02164	-0.00066977383	-0.0039483938	-0.00095842624	-0.00042171195
rate of reaction	FUM_R01082	-0.00067051288	-0.0039579062	-0.000960995	-0.00042206201
rate of reaction	MDH_R00342	-0.00067112716	-0.0039658013	-0.00096313603	-0.00042235226
rate of reaction	PPC_R00345	0.00052047811	0.00051838064	0.00027117661	0.0001417762
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	_S__Malate	0.051579103	0.10109423	0.14096197	0.073225537
concentration	Acetyl_CoA	3.2238971e-06	4.5927839e-07	1.7377385e-07	6.5741097e-07
concentration	Fumarate	0.061280865	0.11888688	0.16775265	0.087102348
concentration	cis_Aconitate	0.0018041695	0.0018870849	0.00088828874	0.000958289
concentration	_6_Phospho_D_gluconate	0.003138223	0.0010839585	0.0029893496	0.0020212194
concentration	Orthophosphate	0.014576687	0.014400461	0.0074053929	0.0099519587
concentration	Pyruvate	0.072508464	0.072241262	0.044003974	0.22022379
concentration	NADPplus	0.20725937	0.18021883	0.085328973	0.19361309
concentration	NADPH	0.12707867	0.1198839	0.14068966	0.056466904
concentration	NADH	0.0077299398	0.012996932	0.01034428	0.0049256446
concentration	NADplus	0.12773211	0.077668866	0.11362447	0.08258666
concentration	ATP	0.080503479	0.078569045	0.13776217	0.097606896
concentration	H2O	0.093919572	0.19221396	0.072274153	0.11949247
concentration	_2_Oxoglutarate	4.5289562	3.0728236	3.1031051	3.8463272
concentration	Oxaloacetate	0.065489943	0.10689794	0.1122505	0.078950573
concentration	Ubiquinone	8.6974463e-05	5.1532584e-05	0.00017015658	0.00013643204
concentration	D_Erythrose_4_phosphate	3.4807478	5.7654174	4.4998741	3.5569958
concentration	Ubiquinol	7.5721483	9.4894164	4.236099	8.5954862
concentration	ADP	0.014561807	0.011921895	0.013323862	0.01043994
concentration	Isocitrate	1.1433826e-05	1.2055777e-05	5.6796245e-06	6.0933283e-06
concentration	D_Ribulose_5_phosphate	0.50340699	0.39123195	0.24490329	0.33568959
concentration	D_Xylulose_5_phosphate	0.12078972	0.094737476	0.059048128	0.080361186
concentration	D_Glucose_6_phosphate	0.054968873	0.10742993	0.18222355	0.048404384
concentration	_3_Phospho_D_glyceroyl_phosphate	0.0025811797	0.0027734624	0.0025415019	0.0043185699
concentration	CoA	0.0050061501	0.0039608098	0.00068728937	0.0016567056
concentration	CO2	0.00010849782	7.8998927e-05	6.8197572e-05	8.3906923e-05
concentration	D_Ribose_5_phosphate	0.37982294	0.40066378	0.26727323	0.34174616
concentration	Glycerone_phosphate	0.016499979	0.015580963	0.0099051721	0.0222805
concentration	D_Glucose	8.2129628	8.4166463	3.842316	8.6439309
concentration	D_Fructose_1_6_bisphosphate	0.12726487	0.19814185	0.051038534	0.1241035
concentration	D_Glyceraldehyde_3_phosphate	0.089409146	0.11598889	0.067819485	0.051365641
concentration	Phosphoenolpyruvate	0.047095612	0.064105186	0.10960001	0.12085811
concentration	Citrate	0.0001554035	0.00015782085	7.4102093e-05	9.0957557e-05
concentration	Succinyl_CoA	11.43256	13.124636	7.3040881	18.706466
concentration	_3_Phospho_D_glycerate	0.012515859	0.014471714	0.023922159	0.025979257
concentration	D_Glucono_1_5_lactone_6_phosphate	0.36682821	0.8921853	0.62133692	0.45188258
concentration	D_Fructose_6_phosphate	0.11871894	0.14139145	0.10655644	0.13506574
concentration	_2_Phospho_D_glycerate	0.0028356791	0.003843262	0.0065963325	0.0072946368
concentration	Succinate	19.942388	24.316291	25.494859	40.324061
concentration	Sedoheptulose_7_phosphate	0.23533743	0.15641731	0.11155246	0.24875904
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	PTS_RPTSsy	0.00043963039	0.00090415429	0.00055407172	0.00080062247
concentration of enzyme	PGI_R02740	0.0010539086	0.002250403	0.0018468858	0.0017974374
concentration of enzyme	PFK_R04779	0.00089185971	0.00083653896	0.0008449734	0.00075145374
concentration of enzyme	ALD_R01070	0.0010496572	0.0017185494	0.00074523166	0.00070493246
concentration of enzyme	TIM_R01015	0.0018553873	0.00067747575	0.0011033376	0.00073621014
concentration of enzyme	GAP_R01061	0.00083005607	0.00083111491	0.0011859545	0.00074548749
