!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	PTS_RPTSsy	6.8210024e-05	0.011274895	4.4301124e-05	0.011270113	-1.8406099e-05	0.011264934	9.7362071e-05	0.011280725
rate of reaction	PGI_R02740	0.0072339447	0.012708042	0.015930674	0.014447387	0.013388007	0.013938854	0.012086601	0.013678573
rate of reaction	PFK_R04779	0.0015940118	0.011580055	0.0013068816	0.011522629	0.0042999598	0.012121245	0.0023911197	0.011739477
rate of reaction	ALD_R01070	-0.00073069541	0.011407392	-0.00030264615	0.011321782	-0.00040357389	0.011341967	-0.00013136686	0.011287526
rate of reaction	TIM_R01015	-0.00073069541	0.011407392	-0.00030264615	0.011321782	-0.00040357389	0.011341967	-0.00013136686	0.011287526
rate of reaction	GAP_R01061	-5.6100412e-06	0.011262375	-9.7227097e-06	0.011263197	-1.2578641e-05	0.011263768	-7.9472564e-06	0.011262842
rate of reaction	PGK_R01512	-4.890263e-06	0.011262231	-8.8892138e-06	0.01126303	-1.2732568e-05	0.011263799	-8.274233e-06	0.011262907
rate of reaction	PGM_R01518	-3.3117577e-06	0.011261915	-4.8468709e-06	0.011262222	-1.4659657e-05	0.011264184	-1.0960666e-05	0.011263445
rate of reaction	PGH_R00658	-3.3088671e-06	0.011261914	-4.8426127e-06	0.011262221	-1.4661242e-05	0.011264185	-1.0962568e-05	0.011263445
rate of reaction	PYK_R00200	-6.678859e-05	0.01127461	-4.4047971e-05	0.011270062	1.9120798e-05	0.011265077	-9.5864808e-05	0.011280426
rate of reaction	PDH_R00209	1.4222164e-06	0.011261537	2.532013e-07	0.011261303	7.1474475e-07	0.011261396	1.4788744e-06	0.011261548
rate of reaction	ZWF_R00835	-7.1857397e-05	0.011275624	0.00022004036	0.011305261	-0.00012096347	0.011285445	0.00017862351	0.011296977
rate of reaction	GLH_R02035	6.5602521e-06	0.011262565	2.9138181e-06	0.011261835	2.7206366e-06	0.011261797	5.6224927e-06	0.011262377
rate of reaction	PGD_R01528	6.5597233e-06	0.011262565	2.9121657e-06	0.011261835	2.7243475e-06	0.011261797	5.6228819e-06	0.011262377
rate of reaction	RPI_R01056	1.8824072e-05	0.011265017	2.371238e-05	0.011265995	4.8555736e-05	0.011270964	3.5152014e-05	0.011268283
rate of reaction	RPE_R01529	-2.2362887e-05	0.011265725	-7.8715505e-05	0.011276996	-5.8933213e-06	0.011262431	-2.0081382e-05	0.011265269
rate of reaction	TXT_R01641	1.9139265e-05	0.01126508	2.0167347e-05	0.011265286	3.1164776e-05	0.011267486	2.3744452e-05	0.011266001
rate of reaction	TAL_R08575	1.7780048e-05	0.011264809	1.0925899e-05	0.011263438	2.4690602e-05	0.011266191	1.6826215e-05	0.011264618
rate of reaction	TXT_R01067	-4.3822204e-05	0.011270017	-0.0001129616	0.011283845	-2.7351681e-05	0.011266723	-4.1569847e-05	0.011269567
rate of reaction	FBP_R00762	0.72027628	0.15531651	1.1261253	0.2364863	0.30412317	0.072085886	0.41818035	0.094897323
rate of reaction	CSN_R00351	0.00027873924	0.011317	0.00024416653	0.011310086	0.00027023138	0.011315299	0.00019296073	0.011299845
rate of reaction	ACN_R01325	0.00091429029	0.011444111	0.000681049	0.011397462	0.00060693274	0.011382639	0.00043240113	0.011347733
rate of reaction	ACN_R01900	0.00097382848	0.011456018	0.00068415878	0.011398084	0.00061040199	0.011383333	0.00043474602	0.011348202
rate of reaction	ICD_R00709	0.00097412367	0.011456077	0.00068417069	0.011398087	0.00061041927	0.011383336	0.0004347556	0.011348204
rate of reaction	KGD_R08549	0.00019696587	0.011300646	0.0001083157	0.011282916	0.00037876834	0.011337006	0.00013635547	0.011288524
rate of reaction	SCS_R00405	-0.00017466165	0.011296185	-0.0002807042	0.011317393	-0.00035046308	0.011331345	-0.00017038966	0.01129533
rate of reaction	SDH_R02164	-0.0003139389	0.01132404	-0.00082586788	0.011426426	-0.00061845018	0.011384943	-0.00037786635	0.011336826
rate of reaction	FUM_R01082	-0.00031418862	0.01132409	-0.0008265727	0.011426567	-0.00061980617	0.011385214	-0.00037826125	0.011336905
rate of reaction	MDH_R00342	-0.00031439732	0.011324132	-0.0008271617	0.011426685	-0.00062093965	0.01138544	-0.00037859055	0.011336971
rate of reaction	PPC_R00345	5.6707366e-06	0.011262387	5.9488196e-06	0.011262442	3.1349461e-06	0.01126188	1.6035165e-06	0.011261573
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	_S__Malate	0.0059414575	0.0025115434	0.005523609	0.0023349125	0.019671514	0.0083154447	0.011833868	0.0050023537
concentration	Acetyl_CoA	0.3531185	0.1492685	0.9976268	0.42171184	0.61265754	0.25897955	0.83054552	0.35108408
concentration	Fumarate	0.0069165015	0.0029237091	0.0060808531	0.002570468	0.023145824	0.0097840876	0.013808335	0.0058369909
concentration	cis_Aconitate	0.13612673	0.057542814	0.061547051	0.026016864	0.028365244	0.011990415	0.023482134	0.0099262512
concentration	_6_Phospho_D_gluconate	1.6443894e-05	6.951081e-06	1.2322427e-05	5.2088751e-06	4.427092e-05	1.8713983e-05	1.7234032e-05	7.2850845e-06
concentration	Orthophosphate	0.015821284	0.0066878946	0.015629965	0.0066070213	0.008037336	0.0033975028	0.01080141	0.0045659184
concentration	Pyruvate	0.12741396	0.053859797	0.092913169	0.039275793	0.043440044	0.01836276	0.39374086	0.16644018
concentration	NADPplus	0.2249939	0.095108304	0.19563786	0.082699064	0.092625153	0.039154045	0.21017905	0.088845846
concentration	NADPH	0.13794817	0.058312763	0.13013753	0.055011089	0.15272432	0.064558866	0.061293603	0.025909727
