!!!SBtab DocumentName='CMB result' Document='CMBresult' CalculationTime='222.019500 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	S1	S2	S3	S4
rate of reaction	PTS_RPTSsy	-0.00062087198	-0.0011198689	-0.0022037453	-0.00024752416
rate of reaction	PGI_R02740	0.084950269	0.20119786	0.17701251	0.13767467
rate of reaction	PFK_R04779	-0.00046572886	-0.00045932471	-3.5667498e-05	-0.00018978683
rate of reaction	ALD_R01070	-0.012291876	-0.0054829808	-0.0067685035	-0.0021169129
rate of reaction	TIM_R01015	-0.012291876	-0.0054829808	-0.0067685035	-0.0021169129
rate of reaction	GAP_R01061	-3.0063511e-06	-5.668636e-06	-1.4066715e-05	-7.1779785e-06
rate of reaction	PGK_R01512	-3.006338e-06	-5.6686355e-06	-1.4066715e-05	-7.1783921e-06
rate of reaction	PGM_R01518	-3.0063363e-06	-5.6686373e-06	-1.4066715e-05	-7.178501e-06
rate of reaction	PGH_R00658	-3.0063362e-06	-5.6686375e-06	-1.4066715e-05	-7.1785023e-06
rate of reaction	PYK_R00200	0.00062093071	0.0011197834	0.002203967	0.00024795895
rate of reaction	PDH_R00209	6.3847245e-08	-8.404791e-08	2.2171966e-07	4.4118068e-07
rate of reaction	ZWF_R00835	0.0017443008	0.0013038683	0.0010634684	0.0012394958
rate of reaction	GLH_R02035	0.0017446288	0.0013040544	0.0010634688	0.0012395158
rate of reaction	PGD_R01528	0.0017489088	0.0013066995	0.0010634747	0.0012397681
rate of reaction	RPI_R01056	0.00083516991	0.00054901018	0.00035465379	0.00040326433
rate of reaction	RPE_R01529	0.0009402957	0.00077714587	0.00070883358	0.00083774354
rate of reaction	TXT_R01641	0.00082108283	0.00054973369	0.00035465779	0.00040746583
rate of reaction	TAL_R08575	0.00082381476	0.00055764409	0.00035466477	0.00041098388
rate of reaction	TXT_R01067	0.00012578799	0.00023216399	0.0003541789	0.00043055916
rate of reaction	FBP_R00762	0.80379052	1.2058605	0.33838963	0.44865929
rate of reaction	CSN_R00351	8.6121898e-06	1.8652451e-05	2.5598489e-07	2.4897827e-05
rate of reaction	ACN_R01325	1.1787497e-05	2.5042297e-05	2.7352147e-07	3.1728892e-05
rate of reaction	ACN_R01900	5.0654852e-05	0.00010012976	4.9038457e-07	0.00011136309
rate of reaction	ICD_R00709	5.0901667e-05	0.0001006017	4.9177226e-07	0.000111867
rate of reaction	KGD_R08549	1.6307272e-05	1.8176815e-05	7.583237e-06	1.5414578e-05
rate of reaction	SCS_R00405	6.3633926e-06	3.8900034e-06	6.5564213e-06	2.0683402e-06
rate of reaction	SDH_R02164	6.6437932e-06	4.1567252e-06	6.5602077e-06	2.2124107e-06
rate of reaction	FUM_R01082	3.5412709e-05	1.706839e-05	7.9656699e-06	2.241296e-05
rate of reaction	MDH_R00342	5.9534622e-05	2.7894314e-05	9.1440105e-06	3.9350001e-05
rate of reaction	PPC_R00345	-2.5692192e-05	-1.668157e-05	-2.316208e-05	-1.6476091e-05
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	S1	S2	S3	S4
concentration	_S__Malate	0.16840714	0.1344202	0.038445255	0.10180195
concentration	Acetyl_CoA	0.022839685	0.031526624	0.00075575854	0.042100882
concentration	Fumarate	0.17310354	0.13815852	0.039516072	0.1046572
concentration	cis_Aconitate	0.10271459	0.12301235	0.0079848582	0.11876324
concentration	_6_Phospho_D_gluconate	0.082555377	0.063271357	0.13744929	0.056365665
concentration	Orthophosphate	0.0014712341	0.0014496347	0.00074464076	0.00098353957
concentration	Pyruvate	0.14524864	0.10042072	0.060892541	0.3868552
concentration	NADPplus	0.00205662	0.0018019776	0.00086391717	0.001920149
concentration	NADPH	0.0012706801	0.0011996743	0.0013984854	0.0005641645
concentration	NADH	0.00078549384	0.0013485829	0.0010665008	0.0004892902
concentration	NADplus	0.0012981035	0.00076229719	0.0011090309	0.00083360506
concentration	ATP	0.00078468998	0.00077641986	0.0013406071	0.00095553267
concentration	H2O	0.00093945702	0.001922679	0.00072294185	0.0011952581
concentration	_2_Oxoglutarate	0.37747597	0.36780972	0.24658132	0.43736897
concentration	Oxaloacetate	0.00060593991	0.0010701305	0.001163078	0.00077195051
concentration	Ubiquinone	0.00085234889	0.00054604624	0.0017758714	0.001311541
concentration	D_Erythrose_4_phosphate	3.5183659	5.2250276	4.380751	3.5709173
concentration	Ubiquinol	0.00074927164	0.00097781478	0.00041840553	0.0008671599
concentration	ADP	0.001481477	0.0012304662	0.0013582966	0.0010644465
concentration	Isocitrate	0.00077184127	0.00091767437	6.0411057e-05	0.00088817847
concentration	D_Ribulose_5_phosphate	0.39595432	0.41810648	0.23861787	0.27182728
concentration	D_Xylulose_5_phosphate	0.096075656	0.10170832	0.057887194	0.065951367
concentration	D_Glucose_6_phosphate	0.055208497	0.10700571	0.17883739	0.047997101
concentration	_3_Phospho_D_glyceroyl_phosphate	0.00039829919	0.00054578543	0.00079298229	0.0010676272
concentration	CoA	0.07201689	0.1437669	0.059861942	0.14147784
concentration	CO2	0.0011027918	0.00080154423	0.00070452575	0.00083058803
concentration	D_Ribose_5_phosphate	0.34114338	0.41125148	0.26445917	0.30175241
concentration	Glycerone_phosphate	0.016475367	0.015163816	0.0099068392	0.022000256
concentration	D_Glucose	8.2412875	8.5004939	3.8392506	8.7141611
concentration	D_Fructose_1_6_bisphosphate	0.12978568	0.20212144	0.052147898	0.12529383
concentration	D_Glyceraldehyde_3_phosphate	0.088567065	0.11680398	0.067788267	0.050518611
concentration	Phosphoenolpyruvate	0.046697079	0.062668304	0.10540018	0.1197917
concentration	Citrate	0.008217353	0.010087692	0.00063726013	0.009864587
concentration	Succinyl_CoA	0.14162792	0.1610531	0.21394839	0.22973254
concentration	_3_Phospho_D_glycerate	0.014905144	0.019919542	0.033326687	0.037996854
concentration	D_Glucono_1_5_lactone_6_phosphate	0.012912334	0.051884556	0.04403986	0.00772354
concentration	D_Fructose_6_phosphate	0.11723808	0.14149015	0.10854864	0.13511287
concentration	_2_Phospho_D_glycerate	0.003006186	0.0040328526	0.0067797198	0.0077107282
concentration	Succinate	0.0016479784	0.0026235605	0.00010825807	0.00073387326
concentration	Sedoheptulose_7_phosphate	0.17158575	0.16998834	0.1078611	0.18509119
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	S1	S2	S3	S4
concentration of enzyme	PTS_RPTSsy	0.00044675262	0.00092369349	0.00053764906	0.00078652378
concentration of enzyme	PGI_R02740	0.0010510575	0.0022491666	0.001847156	0.0018025655
concentration of enzyme	PFK_R04779	0.00089007263	0.00083476191	0.00084679255	0.00076321688
concentration of enzyme	ALD_R01070	0.0010449633	0.0016995663	0.00073675327	0.00069807363
concentration of enzyme	TIM_R01015	0.0018607159	0.00066951091	0.001094763	0.00074393953
concentration of enzyme	GAP_R01061	0.00083489002	0.00084157784	0.001146813	0.00075689315
concentration of enzyme	PGK_R01512	0.00090354936	0.0011960029	0.00088499289	0.00062382034
concentration of enzyme	PGM_R01518	0.0014818946	0.00091579865	0.00089311337	0.00053463643
concentration of enzyme	PGH_R00658	0.00080333179	0.00087189623	0.0010574206	0.00074589174
concentration of enzyme	PYK_R00200	0.0012323162	0.001393491	0.0012426024	0.00086409252
concentration of enzyme	PDH_R00209	0.00076783092	0.00022475961	0.0006652221	0.00084951923
concentration of enzyme	ZWF_R00835	0.0014561692	0.0014784548	0.0013459525	0.0010413231
concentration of enzyme	GLH_R02035	0.001156712	0.00050734282	0.00047448352	0.0010005869
concentration of enzyme	PGD_R01528	0.0022381211	0.0026043673	0.0012395013	0.0017499212
concentration of enzyme	RPI_R01056	0.00076999557	0.0007844666	0.0010613661	0.0011945976
concentration of enzyme	RPE_R01529	0.0013097997	0.0022000949	0.00098636754	0.0011788083
concentration of enzyme	TXT_R01641	0.00032737107	0.00050497502	0.00077283565	0.00028919244
concentration of enzyme	TAL_R08575	0.00048632269	0.0004700096	0.00077068431	0.00056561105
concentration of enzyme	TXT_R01067	0.00091107876	0.0023065236	0.0012556183	0.0013275749
concentration of enzyme	FBP_R00762	0.0022646628	0.0023970226	0.0022342562	0.0013739425
concentration of enzyme	CSN_R00351	0.00047501622	0.00075352502	0.00074486934	0.00096610888
concentration of enzyme	ACN_R01325	0.003790223	0.0012254275	0.0014569643	0.0011045565
concentration of enzyme	ACN_R01900	0.002768271	0.0024548726	0.0045385266	0.003359574
concentration of enzyme	ICD_R00709	0.0011452964	0.0036698348	0.0040483006	0.0033534837
concentration of enzyme	KGD_R08549	0.00037921751	0.00042571642	0.00058590632	0.00038460636
concentration of enzyme	SCS_R00405	0.00052435027	0.00086778443	0.00059299086	0.00041861246
concentration of enzyme	SDH_R02164	0.00042291469	0.00085755034	0.00067119263	0.00059076531
concentration of enzyme	FUM_R01082	0.0025431132	0.0020891075	0.0026289721	0.001606745
concentration of enzyme	MDH_R00342	0.00049839931	0.00062307838	0.00058769766	0.00063101697
concentration of enzyme	PPC_R00345	0.0014058026	0.0010223101	0.0011082109	0.00061797978
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	S1	S2	S3	S4
Gibbs energy of reaction	PTS_RPTSsy	-0.49875238	-0.41829755	-1.1329201	-0.10648595
Gibbs energy of reaction	PGI_R02740	7.1888729	8.3632588	10.29344	6.4901045
Gibbs energy of reaction	PFK_R04779	-3.9967168	-4.1948097	-0.38440691	-2.2498171
Gibbs energy of reaction	ALD_R01070	-0.81240868	-0.19464907	-1.1490229	-0.22487686
Gibbs energy of reaction	TIM_R01015	-3.6265625	-4.5182218	-4.2246607	-1.517947
Gibbs energy of reaction	GAP_R01061	-11.671847	-14.462893	-16.87807	-16.430578
Gibbs energy of reaction	PGK_R01512	-1.8984397	-2.2703416	-3.7290302	-3.0818229
Gibbs energy of reaction	PGM_R01518	-0.0066925806	-0.016129835	-0.028040099	-0.021922031
Gibbs energy of reaction	PGH_R00658	-0.0028244862	-0.0037476202	-0.0048550705	-0.0031525807
Gibbs energy of reaction	PYK_R00200	2.7106346	3.9208652	5.3408619	1.3097873
Gibbs energy of reaction	PDH_R00209	0.33932278	-1.5295103	6.138021	3.7037629
Gibbs energy of reaction	ZWF_R00835	9.7045514	7.7120901	7.189075	12.474128
Gibbs energy of reaction	GLH_R02035	2.4695322	6.5768533	4.2472576	2.1415636
Gibbs energy of reaction	PGD_R01528	17.605733	17.417107	18.84798	20.137466
Gibbs energy of reaction	RPI_R01056	0.96033034	0.6319559	0.33608072	0.33207351
Gibbs energy of reaction	RPE_R01529	0.012338728	0.0060523702	0.012845282	0.012552839
Gibbs energy of reaction	TXT_R01641	0.10004567	0.041768991	0.026554726	0.067170821
Gibbs energy of reaction	TAL_R08575	4.0539753	3.2703697	1.8878008	2.4615371
Gibbs energy of reaction	TXT_R01067	0.088608771	0.058058639	0.22981762	0.23269071
Gibbs energy of reaction	FBP_R00762	19.489121	20.157822	19.107765	20.048305
Gibbs energy of reaction	CSN_R00351	0.048308413	0.035237683	0.011611629	0.037805436
Gibbs energy of reaction	ACN_R01325	0.01280945	0.074132335	0.0068144861	0.1058332
Gibbs energy of reaction	ACN_R01900	0.017695251	0.035709568	0.00083744981	0.029554587
Gibbs energy of reaction	ICD_R00709	5.3813665	4.0061523	0.083935115	6.1425222
Gibbs energy of reaction	KGD_R08549	9.6638663	9.1260826	7.0897807	11.28194
