!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	E1	-0.00020049526	0.00075200482	-0.0044663662	0.0018938819	0.0077923079	0.0016627724	0.0052511394	0.0015635351
rate of reaction	E2	0.072057592	0.013862311	0.051827238	0.0093337142	0.064785054	0.01221582	0.058460774	0.013879979
rate of reaction	E3	0.061101081	0.013812285	0.033202961	0.0081417485	0.05399568	0.013176615	0.067911667	0.014741536
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	X1	0.724926	0.13327565	0.96459234	0.17733765	1.3992482	0.25724793	1.1282577	0.20742707
concentration	X2	0.59652908	0.10967023	1.1114543	0.20433781	0.42124094	0.077443988	0.49527412	0.091054784
concentration	X3	0.075684924	0.013914465	0.098438447	0.018097637	0.15203796	0.02795176	0.04819546	0.0088606026
concentration	S4	1.1250002	0.20682818	5.1943362	0.95496441	0.7910346	0.14542953	0.79883919	0.14686439
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	E1	0.0019829326	0.00036455671	0.0016211402	0.00029804216	0.00055228257	0.00010153563	0.00037064688	6.8142408e-05
concentration of enzyme	E2	0.0013959428	0.00025664024	0.0035476674	0.00065222889	0.0014969129	0.00027520331	0.0010525629	0.0001935108
concentration of enzyme	E3	0.00068057262	0.0001251214	0.00035502775	6.5270875e-05	0.0016728924	0.00030755667	0.0014523184	0.00026700474
