!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	PTS_RPTSsy	2.5426509e-05	0.017006737	1.6128079e-05	0.017004877	-6.5304639e-06	0.017002958	3.558349e-05	0.017008769
rate of reaction	PGI_R02740	0.0049917117	0.017999994	0.010992803	0.019200213	0.009238261	0.018849304	0.0083402392	0.0186697
rate of reaction	PFK_R04779	0.0014315538	0.017287963	0.0011736873	0.017236389	0.0038617179	0.017773995	0.0021474223	0.017431136
rate of reaction	ALD_R01070	-0.00035479809	0.017072611	-0.00014677853	0.017031008	-0.00019598611	0.017040849	-6.3810488e-05	0.017014414
rate of reaction	TIM_R01015	-0.00035479809	0.017072611	-0.00014677853	0.017031008	-0.00019598611	0.017040849	-6.3810488e-05	0.017014414
rate of reaction	GAP_R01061	-3.3074528e-06	0.017002313	-5.6684949e-06	0.017002786	-5.695339e-06	0.017002791	-3.6924458e-06	0.01700239
rate of reaction	PGK_R01512	-2.7079482e-06	0.017002193	-5.2192401e-06	0.017002696	-5.8058289e-06	0.017002813	-3.8370327e-06	0.017002419
rate of reaction	PGM_R01518	1.2594451e-06	0.017001904	1.7191273e-06	0.017001996	-9.1954109e-06	0.017003491	-6.9765222e-06	0.017003047
rate of reaction	PGH_R00658	1.2630557e-06	0.017001904	1.7225626e-06	0.017001996	-9.1968501e-06	0.017003491	-6.9776798e-06	0.017003047
rate of reaction	PYK_R00200	-2.4520803e-05	0.017006556	-1.5988912e-05	0.01700485	6.960262e-06	0.017003044	-3.4595412e-05	0.017008571
rate of reaction	PDH_R00209	9.0601915e-07	0.017001833	1.3916717e-07	0.01700168	4.297902e-07	0.017001738	9.8796333e-07	0.017001849
rate of reaction	ZWF_R00835	-7.46088e-05	0.017016574	0.00021820936	0.017045294	-0.00012166736	0.017025985	0.00017526492	0.017036705
rate of reaction	GLH_R02035	2.3578332e-06	0.017002123	1.0472588e-06	0.017001861	9.77829e-07	0.017001847	2.0207886e-06	0.017002056
rate of reaction	PGD_R01528	2.3575075e-06	0.017002123	1.0463144e-06	0.017001861	9.7856599e-07	0.017001848	2.0207803e-06	0.017002056
rate of reaction	RPI_R01056	9.6862023e-06	0.017003589	1.0373422e-05	0.017003727	2.2891124e-05	0.01700623	1.8324619e-05	0.017005317
rate of reaction	RPE_R01529	-1.9247891e-05	0.017005501	-6.2276243e-05	0.017014107	-6.4548077e-06	0.017002943	-1.6860523e-05	0.017005024
rate of reaction	TXT_R01641	9.5278778e-06	0.017003557	9.7852892e-06	0.017003609	1.6637204e-05	0.017004979	1.3609015e-05	0.017004374
rate of reaction	TAL_R08575	8.3971279e-06	0.017003331	4.9772116e-06	0.017002647	1.129855e-05	0.017003912	7.9805755e-06	0.017003248
rate of reaction	TXT_R01067	-3.1660515e-05	0.017007984	-8.4932981e-05	0.017018638	-1.9333475e-05	0.017005519	-3.0522441e-05	0.017007756
rate of reaction	FBP_R00762	1.0874356	0.23448877	1.7001652	0.35703469	0.4591493	0.10883151	0.63134689	0.14327103
rate of reaction	CSN_R00351	0.00026020816	0.017053693	0.0002424945	0.017050151	0.00032502448	0.017066657	0.00017392485	0.017036437
rate of reaction	ACN_R01325	0.00076241425	0.017154135	0.00032241451	0.017066135	0.00032868183	0.017067388	0.00024293711	0.017050239
rate of reaction	ACN_R01900	0.00076248115	0.017154148	0.00032192557	0.017066037	0.00032857551	0.017067367	0.00024285385	0.017050223
rate of reaction	ICD_R00709	0.00076247852	0.017154148	0.00032192247	0.017066036	0.00032857484	0.017067367	0.00024285326	0.017050222
rate of reaction	KGD_R08549	0.00012589578	0.017026831	4.3095931e-05	0.017010271	0.00021098389	0.017043849	6.4830978e-05	0.017014618
rate of reaction	SCS_R00405	-0.00015377471	0.017032407	-0.00030799596	0.017063251	-0.00040095812	0.017081843	-0.00020469048	0.01704259
rate of reaction	SDH_R02164	-0.00017166682	0.017035985	-0.00041516549	0.017084685	-0.00037663542	0.017076979	-0.0002321143	0.017048075
rate of reaction	FUM_R01082	-0.00017169145	0.01703599	-0.00041525086	0.017084702	-0.00037652783	0.017076957	-0.00023216088	0.017048084
rate of reaction	MDH_R00342	-0.00017171207	0.017035994	-0.00041532233	0.017084716	-0.00037643778	0.017076939	-0.00023219982	0.017048092
rate of reaction	PPC_R00345	1.6439021e-06	0.017001981	1.7245162e-06	0.017001997	9.0879634e-07	0.017001834	4.6484688e-07	0.017001745
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	_S__Malate	0.0006321399	0.00026721504	0.00079234933	0.00033493797	0.0011775877	0.00049778402	0.00096033797	0.0004059493
