!!!SBtab DocumentName='CMB result' Document='CMBresult' RelaxationAlpha='0.500000' CalculationTime='7.547764 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFlux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	-0.00020049526	-0.0044663662	0.0077923079	0.0052511394
rate of reaction	E2	0.072057592	0.051827238	0.064785054	0.058460774
rate of reaction	E3	0.061101081	0.033202961	0.05399568	0.067911667
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	0.60456136	0.99044554	1.3800563	1.2048648
concentration	X2	0.66378652	1.0247222	0.40246124	0.47047514
concentration	X3	0.070660294	0.097598324	0.15334235	0.048818942
concentration	S4	1.2795749	5.1444723	0.77273794	0.70111493
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0019565161	0.0014009199	0.00054432586	0.00038685327
concentration of enzyme	E2	0.001545002	0.0031155532	0.0013926017	0.00096767802
concentration of enzyme	E3	0.00082198847	0.00030018342	0.0015542808	0.001166229
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	0.048370904	2.2738375	-3.2479467	-3.1525347
Gibbs energy of reaction	E2	-7.5087759	-5.1359713	-7.5186457	-8.1468443
Gibbs energy of reaction	E3	-5.7715838	-8.4201468	-2.6006696	-5.1968476
