!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	E1	0.020129048	0.0040951912	0.011377653	0.0028317665	0.02883798	0.0057250243	0.0082712579	0.0024501024
rate of reaction	E2	0.010801877	0.0040951911	0.01443462	0.0028317665	0.027581858	0.0057250244	0.0064664672	0.0024501024
rate of reaction	E3	0.019886778	0.0040951912	0.011968796	0.0028317665	0.029699366	0.0057250244	0.012842748	0.0024501024
rate of reaction	E4	-0.0012465692	0.00058015818	-0.0023583657	0.00054910291	-0.00072784837	0.00046644882	-0.0023569429	0.0007064468
rate of reaction	E5	0.014981973	0.0043939188	0.014216284	0.0030994388	0.035823327	0.0059100426	0.0094764196	0.0028751186
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	X1	13.509591	5.7107072	4.5717483	1.9325467	23.459437	9.9166566	9.9855752	4.2210527
concentration	S2	0.20427809	0.086351418	0.19281626	0.081506333	0.87453567	0.36967937	0.3219587	0.13609678
concentration	X3	1.6802318	0.71025926	1.8909774	0.79934456	1.2555582	0.53074332	0.62813142	0.26552059
concentration	S4	0.16198245	0.068472417	0.085895628	0.036309373	0.036408155	0.015390275	0.095375849	0.040316805
concentration	S5	0.043354431	0.01832657	0.030072664	0.012712167	0.023174422	0.0097961764	0.017819527	0.007532582
concentration	X6	0.92128225	0.38943985	0.33409043	0.14122505	0.54743461	0.23140884	2.2093055	0.93390666
concentration	X7	0.019514302	0.0082489886	0.022131467	0.009355304	0.0030608796	0.0012938798	0.015119146	0.0063910904
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	E1	0.00046934541	0.00019839936	0.0014989973	0.00063364868	0.0013070749	0.0005525202	0.00066999325	0.00028321622
concentration of enzyme	E2	0.0052773763	0.0022308263	0.0017137804	0.00072444075	0.001502121	0.00063496912	0.00081999632	0.00034662477
concentration of enzyme	E3	0.0014975397	0.00063303254	0.0007024718	0.00029694539	0.00052026499	0.00021992383	0.00089553404	0.0003785557
concentration of enzyme	E4	0.0007406694	0.00031309209	0.00076917043	0.0003251399	0.00025346	0.00010714135	0.00070773951	0.00029917213
concentration of enzyme	E5	0.0008822416	0.00037293679	0.00089254548	0.00037729239	0.00043200831	0.00018261641	0.0004811206	0.00020337691
