!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	E1	0.021387374	0.0044913485	0.014600853	0.0031340444	0.011737199	0.0025613136	0.0091992168	0.0020537171
rate of reaction	E2	0.021387373	0.0044913483	0.014588599	0.0031315935	0.011737199	0.0025613136	0.0091991991	0.0020537136
rate of reaction	E3	0.021387375	0.0044913487	0.014313621	0.003076598	0.011737199	0.0025613136	0.0091992191	0.0020537176
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	X1	6.4837322	1.1920163	10.930233	2.0094933	14.065258	2.585859	10.879091	2.0000909
concentration	S2	0.16265787	0.029904202	0.34301864	0.063063033	0.073800755	0.013568066	0.10224446	0.018797363
concentration	X3	1.1421428	0.20997982	4.7826791	0.87928238	0.71840411	0.13207662	1.1864479	0.21812517
concentration	X4	0.81066127	0.14903784	0.71979425	0.13233219	0.92143586	0.16940345	1.6374031	0.30103205
									
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration of enzyme	E1	0.0017793031	0.00032711998	0.001609146	0.00029583707	0.00051031908	9.3820758e-05	0.00044883249	8.2516617e-05
concentration of enzyme	E2	0.0014681095	0.00026990789	0.0033692789	0.00061943266	0.0013858426	0.00025478335	0.0014578015	0.00026801279
concentration of enzyme	E3	0.00095490508	0.00017555667	0.00035093723	6.4518844e-05	0.0013199873	0.00024267603	0.0012515452	0.00023009313
