!!SBtab Document='e_coli_davidi_2016' TableName='Parameter' TableType='Quantity' SBtabVersion='1.0' Date='2019-06-11'						
!QuantityType	!Reaction	!Compound	!Value	!Unit	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound
equilibrium constant	PTS_RPTSsy		0.022178531	dimensionless	RPTSsy	
equilibrium constant	PGI_R02740		0.40122745	dimensionless	R02740	
equilibrium constant	PFK_R04779		1.1942761	dimensionless	R04779	
equilibrium constant	ALD_R01070		0.2406483	dimensionless	R01070	
equilibrium constant	TIM_R01015		1.9186306	dimensionless	R01015	
equilibrium constant	GAP_R01061		0.47837003	dimensionless	R01061	
equilibrium constant	PGK_R01512		191.6519	dimensionless	R01512	
equilibrium constant	PGM_R01518		1.5932949	dimensionless	R01518	
equilibrium constant	PGH_R00658		0.52721329	dimensionless	R00658	
equilibrium constant	PYK_R00200		0.26711046	dimensionless	R00200	
equilibrium constant	PDH_R00209		305.8488	dimensionless	R00209	
equilibrium constant	ZWF_R00835		2.4145017	dimensionless	R00835	
equilibrium constant	GLH_R02035		4.4571577	dimensionless	R02035	
equilibrium constant	PGD_R01528		17.992642	dimensionless	R01528	
equilibrium constant	RPI_R01056		1.2066965	dimensionless	R01056	
equilibrium constant	RPE_R01529		1.1038466	dimensionless	R01529	
equilibrium constant	TXT_R01641		3.1189741	dimensionless	R01641	
equilibrium constant	TAL_R08575		0.020294323	dimensionless	R08575	
equilibrium constant	TXT_R01067		7.6862015	dimensionless	R01067	
equilibrium constant	FBP_R00762		1.3799548	dimensionless	R00762	
equilibrium constant	CSN_R00351		0.574144	dimensionless	R00351	
equilibrium constant	ACN_R01325		0.0031317734	dimensionless	R01325	
equilibrium constant	ACN_R01900		0.64744518	dimensionless	R01900	
equilibrium constant	ICD_R00709		0.26644637	dimensionless	R00709	
equilibrium constant	KGD_R08549		0.1268746	dimensionless	R08549	
equilibrium constant	SCS_R00405		15.913958	dimensionless	R00405	
equilibrium constant	SDH_R02164		0.79300585	dimensionless	R02164	
equilibrium constant	FUM_R01082		11.339099	dimensionless	R01082	
equilibrium constant	MDH_R00342		0.0056792134	dimensionless	R00342	
equilibrium constant	PPC_R00345		0.23570142	dimensionless	R00345	
catalytic rate constant geometric mean	PTS_RPTSsy		4190.0344	1/s	RPTSsy	
catalytic rate constant geometric mean	PGI_R02740		197.51918	1/s	R02740	
catalytic rate constant geometric mean	PFK_R04779		996.47738	1/s	R04779	
catalytic rate constant geometric mean	ALD_R01070		608.93754	1/s	R01070	
catalytic rate constant geometric mean	TIM_R01015		1197.9805	1/s	R01015	
catalytic rate constant geometric mean	GAP_R01061		94.805167	1/s	R01061	
catalytic rate constant geometric mean	PGK_R01512		15.433048	1/s	R01512	
catalytic rate constant geometric mean	PGM_R01518		1042.4566	1/s	R01518	
catalytic rate constant geometric mean	PGH_R00658		3600.6369	1/s	R00658	
catalytic rate constant geometric mean	PYK_R00200		2640.7364	1/s	R00200	
catalytic rate constant geometric mean	PDH_R00209		214.03143	1/s	R00209	
catalytic rate constant geometric mean	ZWF_R00835		9916.4488	1/s	R00835	
catalytic rate constant geometric mean	GLH_R02035		4024.6941	1/s	R02035	
catalytic rate constant geometric mean	PGD_R01528		9874.0265	1/s	R01528	
catalytic rate constant geometric mean	RPI_R01056		459.91032	1/s	R01056	
catalytic rate constant geometric mean	RPE_R01529		825.36322	1/s	R01529	
catalytic rate constant geometric mean	TXT_R01641		640.03267	1/s	R01641	
catalytic rate constant geometric mean	TAL_R08575		1525.8348	1/s	R08575	
catalytic rate constant geometric mean	TXT_R01067		197.16881	1/s	R01067	
catalytic rate constant geometric mean	FBP_R00762		196.73246	1/s	R00762	
catalytic rate constant geometric mean	CSN_R00351		3729.6156	1/s	R00351	
catalytic rate constant geometric mean	ACN_R01325		9636.3	1/s	R01325	
catalytic rate constant geometric mean	ACN_R01900		9475.3213	1/s	R01900	
catalytic rate constant geometric mean	ICD_R00709		755.09929	1/s	R00709	
catalytic rate constant geometric mean	KGD_R08549		283.5187	1/s	R08549	
catalytic rate constant geometric mean	SCS_R00405		272.73815	1/s	R00405	
catalytic rate constant geometric mean	SDH_R02164		266.33207	1/s	R02164	
catalytic rate constant geometric mean	FUM_R01082		1729.4354	1/s	R01082	
catalytic rate constant geometric mean	MDH_R00342		1533.8473	1/s	R00342	
catalytic rate constant geometric mean	PPC_R00345		1387.0919	1/s	R00345	
Michaelis constant	FUM_R01082	_S__Malate	0.17371226	mM	R01082	C00149
Michaelis constant	MDH_R00342	_S__Malate	0.19754608	mM	R00342	C00149
Michaelis constant	PDH_R00209	Acetyl_CoA	0.10330752	mM	R00209	C00024
Michaelis constant	CSN_R00351	Acetyl_CoA	0.10692173	mM	R00351	C00024
Michaelis constant	SDH_R02164	Fumarate	0.094784864	mM	R02164	C00122
Michaelis constant	FUM_R01082	Fumarate	0.054398607	mM	R01082	C00122
Michaelis constant	ACN_R01325	cis_Aconitate	0.015799174	mM	R01325	C00417
Michaelis constant	ACN_R01900	cis_Aconitate	0.049982188	mM	R01900	C00417
Michaelis constant	GLH_R02035	_6_Phospho_D_gluconate	0.13974362	mM	R02035	C00345
Michaelis constant	PGD_R01528	_6_Phospho_D_gluconate	0.047347279	mM	R01528	C00345
Michaelis constant	GAP_R01061	Orthophosphate	0.044270895	mM	R01061	C00009
Michaelis constant	FBP_R00762	Orthophosphate	0.099662951	mM	R00762	C00009
Michaelis constant	SCS_R00405	Orthophosphate	0.090218988	mM	R00405	C00009
Michaelis constant	PPC_R00345	Orthophosphate	0.12890506	mM	R00345	C00009
Michaelis constant	PTS_RPTSsy	Pyruvate	0.036985725	mM	RPTSsy	C00022
Michaelis constant	PYK_R00200	Pyruvate	0.048248181	mM	R00200	C00022
Michaelis constant	PDH_R00209	Pyruvate	0.096488574	mM	R00209	C00022
Michaelis constant	ZWF_R00835	NADPplus	0.0035275769	mM	R00835	C00006
Michaelis constant	PGD_R01528	NADPplus	0.0054274638	mM	R01528	C00006
Michaelis constant	ZWF_R00835	NADPH	0.0083508931	mM	R00835	C00005
Michaelis constant	PGD_R01528	NADPH	0.013766413	mM	R01528	C00005
Michaelis constant	GAP_R01061	NADH	0.14506645	mM	R01061	C00004
Michaelis constant	PDH_R00209	NADH	0.099912687	mM	R00209	C00004
Michaelis constant	ICD_R00709	NADH	0.079100388	mM	R00709	C00004
Michaelis constant	KGD_R08549	NADH	0.085618683	mM	R08549	C00004
Michaelis constant	MDH_R00342	NADH	0.042386228	mM	R00342	C00004
Michaelis constant	GAP_R01061	NADplus	0.10287151	mM	R01061	C00003
Michaelis constant	PDH_R00209	NADplus	0.096584324	mM	R00209	C00003
Michaelis constant	ICD_R00709	NADplus	0.09103919	mM	R00709	C00003
Michaelis constant	KGD_R08549	NADplus	0.11319524	mM	R08549	C00003
Michaelis constant	MDH_R00342	NADplus	0.19806664	mM	R00342	C00003
Michaelis constant	PFK_R04779	ATP	0.096776484	mM	R04779	C00002
Michaelis constant	PGK_R01512	ATP	0.52097587	mM	R01512	C00002
Michaelis constant	PYK_R00200	ATP	0.089915583	mM	R00200	C00002
Michaelis constant	SCS_R00405	ATP	0.10920519	mM	R00405	C00002
Michaelis constant	ICD_R00709	_2_Oxoglutarate	0.093958731	mM	R00709	C00026
Michaelis constant	KGD_R08549	_2_Oxoglutarate	0.10743239	mM	R08549	C00026
Michaelis constant	CSN_R00351	Oxaloacetate	0.078576208	mM	R00351	C00036
Michaelis constant	MDH_R00342	Oxaloacetate	0.049283853	mM	R00342	C00036
Michaelis constant	PPC_R00345	Oxaloacetate	0.089161279	mM	R00345	C00036
Michaelis constant	SDH_R02164	Ubiquinone	0.10196245	mM	R02164	C00399
Michaelis constant	TAL_R08575	D_Erythrose_4_phosphate	0.050051416	mM	R08575	C00279
Michaelis constant	TXT_R01067	D_Erythrose_4_phosphate	0.10019499	mM	R01067	C00279
Michaelis constant	SDH_R02164	Ubiquinol	0.095569101	mM	R02164	C00390
Michaelis constant	PFK_R04779	ADP	0.092481234	mM	R04779	C00008
Michaelis constant	PGK_R01512	ADP	0.014152291	mM	R01512	C00008
Michaelis constant	PYK_R00200	ADP	0.085897891	mM	R00200	C00008
Michaelis constant	SCS_R00405	ADP	0.089358545	mM	R00405	C00008
Michaelis constant	ACN_R01900	Isocitrate	0.038853929	mM	R01900	C00311
Michaelis constant	ICD_R00709	Isocitrate	0.057767775	mM	R00709	C00311
Michaelis constant	PGD_R01528	D_Ribulose_5_phosphate	0.12796106	mM	R01528	C00199
Michaelis constant	RPI_R01056	D_Ribulose_5_phosphate	0.095647936	mM	R01056	C00199
Michaelis constant	RPE_R01529	D_Ribulose_5_phosphate	0.094713155	mM	R01529	C00199
Michaelis constant	RPE_R01529	D_Xylulose_5_phosphate	0.097823403	mM	R01529	C00231
Michaelis constant	TXT_R01641	D_Xylulose_5_phosphate	0.083037414	mM	R01641	C00231
Michaelis constant	TXT_R01067	D_Xylulose_5_phosphate	0.1001028	mM	R01067	C00231
Michaelis constant	PTS_RPTSsy	D_Glucose_6_phosphate	0.055415931	mM	RPTSsy	C00092
Michaelis constant	PGI_R02740	D_Glucose_6_phosphate	0.099647525	mM	R02740	C00092
Michaelis constant	ZWF_R00835	D_Glucose_6_phosphate	0.27968905	mM	R00835	C00092
Michaelis constant	GAP_R01061	_3_Phospho_D_glyceroyl_phosphate	0.14550825	mM	R01061	C00236
Michaelis constant	PGK_R01512	_3_Phospho_D_glyceroyl_phosphate	0.019660266	mM	R01512	C00236
Michaelis constant	PDH_R00209	CoA	0.096392157	mM	R00209	C00010
Michaelis constant	CSN_R00351	CoA	0.06343635	mM	R00351	C00010
Michaelis constant	KGD_R08549	CoA	0.099787596	mM	R08549	C00010
Michaelis constant	SCS_R00405	CoA	0.10479021	mM	R00405	C00010
Michaelis constant	PDH_R00209	CO2	0.1005773	mM	R00209	C00011
Michaelis constant	PGD_R01528	CO2	0.09805471	mM	R01528	C00011
Michaelis constant	ICD_R00709	CO2	0.084989572	mM	R00709	C00011
Michaelis constant	KGD_R08549	CO2	0.08605649	mM	R08549	C00011
Michaelis constant	PPC_R00345	CO2	0.063228903	mM	R00345	C00011
Michaelis constant	RPI_R01056	D_Ribose_5_phosphate	0.10041539	mM	R01056	C00117
Michaelis constant	TXT_R01641	D_Ribose_5_phosphate	0.08325469	mM	R01641	C00117
Michaelis constant	ALD_R01070	Glycerone_phosphate	0.10670088	mM	R01070	C00111
Michaelis constant	TIM_R01015	Glycerone_phosphate	0.081640738	mM	R01015	C00111
Michaelis constant	PTS_RPTSsy	D_Glucose	0.17226444	mM	RPTSsy	C00031
Michaelis constant	PFK_R04779	D_Fructose_1_6_bisphosphate	0.10041441	mM	R04779	C00354
Michaelis constant	ALD_R01070	D_Fructose_1_6_bisphosphate	0.081513446	mM	R01070	C00354
Michaelis constant	FBP_R00762	D_Fructose_1_6_bisphosphate	0.10028128	mM	R00762	C00354
Michaelis constant	ALD_R01070	D_Glyceraldehyde_3_phosphate	0.11264529	mM	R01070	C00118
Michaelis constant	TIM_R01015	D_Glyceraldehyde_3_phosphate	0.1091986	mM	R01015	C00118
Michaelis constant	GAP_R01061	D_Glyceraldehyde_3_phosphate	0.042481299	mM	R01061	C00118
Michaelis constant	TXT_R01641	D_Glyceraldehyde_3_phosphate	0.10838239	mM	R01641	C00118
Michaelis constant	TAL_R08575	D_Glyceraldehyde_3_phosphate	0.15091806	mM	R08575	C00118
Michaelis constant	TXT_R01067	D_Glyceraldehyde_3_phosphate	0.099876553	mM	R01067	C00118
Michaelis constant	PTS_RPTSsy	Phosphoenolpyruvate	0.15141892	mM	RPTSsy	C00074
Michaelis constant	PGH_R00658	Phosphoenolpyruvate	0.080621855	mM	R00658	C00074
Michaelis constant	PYK_R00200	Phosphoenolpyruvate	0.10032153	mM	R00200	C00074
Michaelis constant	PPC_R00345	Phosphoenolpyruvate	0.07105073	mM	R00345	C00074
Michaelis constant	CSN_R00351	Citrate	0.090524874	mM	R00351	C00158
Michaelis constant	ACN_R01325	Citrate	0.54167404	mM	R01325	C00158
