!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	PTS_RPTSsy	-0.0080705718	0.0061164506	-0.015483345	0.0066551311	-0.006021488	0.0071193594	-0.00037882526	0.0059052421
rate of reaction	PGI_R02740	0.094773659	0.022640242	0.27629545	0.045889761	0.23793447	0.04105269	0.16477058	0.033185123
rate of reaction	PFK_R04779	-0.031888266	0.01167037	-0.024305272	0.011823222	-0.0062253167	0.0060703311	-0.007902043	0.008175335
rate of reaction	ALD_R01070	-0.009028683	0.0081085635	-0.009432765	0.0067467845	-0.010480995	0.007003889	0.0043444628	0.0060735709
rate of reaction	TIM_R01015	-0.017583138	0.0081085635	-0.0089268357	0.0067467845	-0.012788307	0.007003889	-0.0069954403	0.0060735709
rate of reaction	GAP_R01061	-0.011143276	0.0056619671	0.0026439587	0.0056812272	0.0071392647	0.0057156766	0.0043431431	0.0056904733
rate of reaction	PGK_R01512	0.00032438251	0.0056619671	-0.0038526823	0.0056812272	-0.00082087303	0.0057156766	-0.0019944491	0.0056904733
rate of reaction	PGM_R01518	-0.00032681836	0.0056619671	0.0051105789	0.0056812272	-0.012618278	0.0057156766	0.0065478405	0.0056904733
rate of reaction	PGH_R00658	-0.0040048264	0.0056619671	-0.0012239266	0.0056812272	-0.00018322425	0.0057156766	0.00028191828	0.0056904733
rate of reaction	PYK_R00200	0.0051659803	0.006123065	0.0071656735	0.0066562211	-0.00073376932	0.0071207199	-0.0071240449	0.0059095817
rate of reaction	PDH_R00209	0.00048161386	0.0056567898	0.0080319301	0.0056512753	0.0040473813	0.0056515468	-0.0082006682	0.0056545126
rate of reaction	ZWF_R00835	0.0063332726	0.0063114563	-0.0055973665	0.0059457608	-0.0022794805	0.0059252871	-0.0084115404	0.0062179157
rate of reaction	GLH_R02035	-0.011591167	0.0063114569	-0.004044222	0.0059453243	-0.0042857399	0.0059253174	-0.0062579552	0.0062178846
rate of reaction	PGD_R01528	0.0061088086	0.0063114804	0.0092614543	0.0059453339	0.0021789576	0.0059253318	0.0019799215	0.0062178698
