!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='0.100000.2' CalculationTime='29.474828 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	0.0033143198	0.0029442904	0.0036059309	0.0022232136
rate of reaction	E2	0.0035917545	0.0029950881	0.0030161729	0.0017394396
rate of reaction	E3	0.0032089723	0.0017731277	0.0028273142	0.0019361142
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	7.1146628	10.387282	13.093411	12.578442
concentration	S2	0.1537092	0.3812719	0.087416278	0.16396049
concentration	X3	1.1398786	2.7639691	0.82698827	0.79831687
concentration	X4	0.44207191	0.57789484	0.44287051	1.306826
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0010392938	0.0016950283	0.00040140553	0.00030750704
concentration of enzyme	E2	0.0014051278	0.0011377581	0.0017321086	0.00048742805
concentration of enzyme	E3	0.00052920765	0.0002036136	0.00059753162	0.0017223425
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	1.8972057	0.58329414	4.8083246	3.1497322
Gibbs energy of reaction	E2	1.5648377	1.6211208	0.96122555	2.6078204
Gibbs energy of reaction	E3	4.8666699	6.3982353	4.0667318	1.2968345
