!!!SBtab													
													
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFluxData' TableType='QuantityMatrix' Unit='mM/s'													
!QuantityType	!Reaction	S1_Mean	S1_Std	S2_Mean	S2_Std	S3_Mean	S3_Std	S4_Mean	S4_Std	S5_Mean	S5_Std	S6_Mean	S6_Std
rate of reaction	E1	0.00018655498	0.00080673018	0.00080402375	0.00093022394	0.0032732496	0.0014240691	0.001286035	0.0010266262	0.0020090589	0.001171231	0.0045747006	0.0016843593
rate of reaction	E2	0.04425306	0.0096200312	0.065563154	0.01388205	0.06411997	0.013593413	0.075655884	0.015900596	0.051170561	0.011003531	0.038194381	0.0084082954
rate of reaction	E3	0.044439617	0.0096573426	0.066367181	0.014042855	0.06739322	0.014248063	0.076941919	0.016157803	0.053179617	0.011405343	0.042769081	0.0093232353
													
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'													
!QuantityType	!Compound	S1_Mean	S1_Std	S2_Mean	S2_Std	S3_Mean	S3_Std	S4_Mean	S4_Std	S5_Mean	S5_Std	S6_Mean	S6_Std
concentration	X1	0.64837322	0.11920163	1.0930233	0.20094933	1.4065258	0.2585859	1.0879091	0.20000909	2.3149179	0.42559128	2.0871033	0.3837082
concentration	X2	0.72164572	0.13267258	0.93875582	0.17258767	0.55134729	0.10136368	0.45827395	0.084252403	0.90942196	0.16719472	0.47729451	0.087749282
concentration	X3	0.080607777	0.014819518	0.12896909	0.023710613	0.14502805	0.026663008	0.060753283	0.011169324	0.1298725	0.023876701	0.06639379	0.012206315
concentration	S4	1.3311686	0.24473168	2.0836095	0.38306587	1.6469343	0.30278434	1.7153401	0.31536056	3.1351391	0.57638668	2.1493255	0.39514757
													
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentrationData' TableType='QuantityMatrix' Unit='mM'													
!QuantityType	!Reaction	S1_Mean	S1_Std	S2_Mean	S2_Std	S3_Mean	S3_Std	S4_Mean	S4_Std	S5_Mean	S5_Std	S6_Mean	S6_Std
concentration of enzyme	E1	0.0013798793	0.00025368701	0.0013083317	0.00024053319	0.00068579491	0.00012608151	0.00064048458	0.00011775133	0.00060391562	0.00011102822	0.00073387868	0.00013492158
concentration of enzyme	E2	0.00094267708	0.00017330859	0.001685912	0.00030995028	0.0022596606	0.00041543238	0.0034015946	0.0006253738	0.002096309	0.00038540064	0.0021037815	0.00038677444
concentration of enzyme	E3	0.00066396987	0.00012206903	0.00089769641	0.00016503901	0.0010894405	0.00020029064	0.00094989965	0.00017463644	0.0006017398	0.00011062821	0.00048950989	8.9995045e-05
