!!!SBtab									
									
!!SBtab TableName='Metabolic fluxes' TableID='FluxData' TableType='QuantityMatrix' Unit='mM/s'									
!QuantityType	!Reaction	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
rate of reaction	PTS_RPTSsy	0.010511383	0.011274895	0.017666838	0.011270113	-0.0020771351	0.011264934	0.0018098291	0.011280725
rate of reaction	PGI_R02740	0.012747845	0.012708042	0.039573507	0.014447387	0.03407319	0.013938854	0.023255261	0.013678573
rate of reaction	PFK_R04779	0.00017951182	0.011580055	0.0076999976	0.011522629	0.0039360524	0.012121245	0.0091741631	0.011739477
rate of reaction	ALD_R01070	-0.0038600704	0.011407392	-0.0069307805	0.011321782	-0.0064155134	0.011341967	-0.011876881	0.011287526
rate of reaction	TIM_R01015	-0.0081746165	0.011407392	-0.0060817804	0.011321782	-0.010151931	0.011341967	-0.0091979448	0.011287526
rate of reaction	GAP_R01061	-0.022053858	0.011262375	-0.0055396793	0.011263197	-0.014701908	0.011263768	-0.0089868672	0.011262842
rate of reaction	PGK_R01512	-0.0007574859	0.011262231	-0.0073391572	0.01126303	-0.00098513151	0.011263799	-0.0035571293	0.011262907
rate of reaction	PGM_R01518	-0.00053622564	0.011261915	-0.010433797	0.011262222	-0.024236858	0.011264184	-0.013348205	0.011263445
rate of reaction	PGH_R00658	-0.0078519507	0.011261914	-0.0021234513	0.011262221	-0.00026955456	0.011264185	-0.00094574335	0.011263445
rate of reaction	PYK_R00200	-0.0050918886	0.01127461	-0.0035717162	0.011270062	0.012773718	0.011265077	-0.0161702	0.011280426
rate of reaction	PDH_R00209	0.0008945078	0.011261537	0.01599466	0.011261303	0.0080520806	0.011261396	0.016374064	0.011261548
rate of reaction	ZWF_R00835	-0.0053358577	0.011275624	0.013232789	0.011305261	-0.0070823162	0.011285445	0.020261184	0.011296977
rate of reaction	GLH_R02035	0.026577503	0.011262565	0.010453072	0.011261835	0.010757441	0.011261797	0.01647064	0.011262377
rate of reaction	PGD_R01528	0.0050072295	0.011262565	0.014750876	0.011261835	0.0015293784	0.011261797	0.0015493454	0.011262377
rate of reaction	RPI_R01056	0.0036421879	0.011265017	0.0013231984	0.011265995	0.0072390787	0.011270964	0.011296142	0.011268283
rate of reaction	RPE_R01529	-0.0010727322	0.011265725	-0.031814054	0.011276996	-0.0041389439	0.011262431	-0.03081149	0.011265269
rate of reaction	TXT_R01641	0.012577513	0.01126508	0.003107966	0.011265286	0.011990584	0.011267486	0.019090381	0.011266001
rate of reaction	TAL_R08575	0.013016308	0.011264809	0.0013139658	0.011263438	0.00065985066	0.011266191	0.0031754032	0.011264618
rate of reaction	TXT_R01067	-0.0054051115	0.011270017	-0.012190828	0.011283845	-0.00093496976	0.011266723	-0.012604488	0.011269567
rate of reaction	FBP_R00762	0.80144236	0.15531651	0.95829043	0.2364863	0.43647439	0.072085886	0.38905177	0.094897323
rate of reaction	CSN_R00351	0.010318545	0.011317	0.016869558	0.011310086	0.0079121706	0.011315299	0.0017114182	0.011299845
rate of reaction	ACN_R01325	0.001103668	0.011444111	0.012277392	0.011397462	0.016988751	0.011382639	0.00049025712	0.011347733
rate of reaction	ACN_R01900	0.011313363	0.011456018	0.015184714	0.011398084	0.004635913	0.011383333	6.7201868e-06	0.011348202
rate of reaction	ICD_R00709	0.014203416	0.011456077	0.012355907	0.011398087	0.00044185927	0.011383336	0.024168269	0.011348204
rate of reaction	KGD_R08549	0.010057161	0.011300646	0.0058283503	0.011282916	0.0076162543	0.011337006	0.0044990467	0.011288524
rate of reaction	SCS_R00405	-0.0054744099	0.011296185	-0.017580162	0.011317393	-0.010128957	0.011331345	-0.033236343	0.01129533
rate of reaction	SDH_R02164	-0.00644118	0.01132404	-0.0057858706	0.011426426	-0.010710584	0.011384943	-0.019507501	0.011336826
rate of reaction	FUM_R01082	-0.0091537895	0.01132409	-0.0057845301	0.011426567	-0.014545811	0.011385214	-0.0029123587	0.011336905
rate of reaction	MDH_R00342	-0.0031337204	0.011324132	-0.017085115	0.011426685	-0.0027345658	0.01138544	-0.017036596	0.011336971
rate of reaction	PPC_R00345	0.013017375	0.011262387	0.0021383304	0.011262442	0.019373035	0.01126188	0.0050587457	0.011261573
									
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentrationData' TableType='QuantityMatrix' Unit='mM'									
!QuantityType	!Compound	state_1_Mean	state_1_Std	state_2_Mean	state_2_Std	state_3_Mean	state_3_Std	state_4_Mean	state_4_Std
concentration	_S__Malate	0.0029871755	0.001262724	0.0065784277	0.0027808003	0.0094087725	0.0039772296	0.016107054	0.0068086938
concentration	Acetyl_CoA	0.36188206	0.15297299	0.90923311	0.3843465	0.44253214	0.18706499	0.77525165	0.32771052
concentration	Fumarate	0.0043431212	0.0018359026	0.007134177	0.0030157239	0.018336715	0.007751205	0.018404432	0.0077798299
concentration	cis_Aconitate	0.30553301	0.12915339	0.049728496	0.021020983	0.025795038	0.01090395	0.030300939	0.012808662
