!!!SBtab DocumentName='MB result' Document='MBresult' StringencyAlpha='0.000000.2' CalculationTime='9.446009 s'					
					
!!SBtab TableName='Metabolic fluxes' TableID='Flux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
rate of reaction	E1	0.00025569795	-2.5461715e-05	0.000318276	0.00029927595
rate of reaction	E2	0.0077090024	0.0070435956	0.0061190918	0.0072996495
rate of reaction	E3	0.0079647002	0.0069957806	0.0064373676	0.0075989177
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	state_1	state_2	state_3	state_4
concentration	X1	0.64540816	1.0649338	1.4186954	1.0917482
concentration	X2	0.70956112	0.92643051	0.54215985	0.450663
concentration	X3	0.077515428	0.12346376	0.13713012	0.058596098
concentration	S4	0.80487316	2.584681	0.72610068	0.52890568
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
concentration of enzyme	E1	0.0017590972	0.0015837406	0.00051205764	0.00044870339
concentration of enzyme	E2	0.0014301518	0.0033242435	0.0013462797	0.0014038677
concentration of enzyme	E3	0.00098047133	0.00036739364	0.0013525402	0.0012785355
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	state_1	state_2	state_3	state_4
Gibbs energy of reaction	E1	1.4276077	0.22309907	3.6353818	3.7715289
Gibbs energy of reaction	E2	9.2846596	7.0536474	8.8729303	9.2002456
Gibbs energy of reaction	E3	4.4127591	6.1510085	2.7433075	4.0655423
